"PRESTATAIRE","TYPE","ZONE_GEO","LIGNES","VISITES","PATIENTS","DEPENSES_TOTALES","FRAIS_REELS","REJETS_TOTAL","COUT_MOYEN_VISITE","COUT_MOYEN_PATIENT","TAUX_REJET","FREQUENCE_BRUTE","PART_CHRONIQUES","MEDIANE_COUT_VISITE","MEDIANE_FREQUENCE","MEDIANE_REJET","INDICE_COUT","INDICE_FREQUENCE","INDICE_REJET","PROFIL_RISQUE","INDICE_COUT_AJUSTE","INDICE_FREQ_AJUSTE","LIFT_RADIO","LIFT_LABO","LIFT_MULTI","FLAG_DEMANDE_INDUITE","SCORE_COUT","SCORE_FREQ","SCORE_ACTES","SCORE_REJET","SCORE_ANOMALIE_BRUT","SCORE_ANOMALIE","VOL_PERCENTILE","SCORE_ECONOMIE","SCORE_SAIN","SCORE_RESEAU_BRUT","SCORE_RESEAU","DECISION"
"CENTRE MEDICAL SAINTE BERNADEE","Centre Medical","HORS-ABIDJAN",3,2,2,56800,56800,0,28400,28400,0,1,0,33841.4752475248,1.23636363636364,0.0589823610679747,0.663132720276691,0.0815903054448871,0,"Économique",0.663132720276691,0.0815903054448871,1,3.08333333333333,1,0,0.331566360138346,0.0407951527224436,1,0,0.411708453858237,41.1708453858237,0.303756124115406,0.668433639861654,0.588291546141763,0.563441299224448,56.3441299224448,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICAL SAINTE FAMILLE - GRAND BASSAM","Centre Medical","HORS-ABIDJAN",43,35,26,877400,849000,28400,25068.5714285714,33746.1538461538,0.0334511189634865,1.34615384615385,0,33841.4752475248,1.23636363636364,0.0589823610679747,0.585344717073208,0.109833103483502,0.567137672310802,"Économique",0.585344717073208,0.109833103483502,1,0.220238095238095,1,0,0.292672358536604,0.0549165517417509,0.333333333333333,0.283568836155401,0.232633556699047,23.2633556699047,0.736526946107784,0.707327641463396,0.767366443300953,0.737183023127297,73.7183023127297,"CONSERVER"
"CENTRE MEDICAL SAINTE FOI","Centre Medical","ABIDJAN",3,2,1,110675,89375,21300,55337.5,110675,0.238321678321678,2,0,33841.4752475248,1.23636363636364,0.0589823610679747,1.2921164404335,0.163180610889774,4.04055846538633,"Coût Élevé",1.2921164404335,0.163180610889774,1,0,1,0,0.64605822021675,0.0815903054448871,0.333333333333333,1,0.418294557698491,41.8294557698491,0.391399020141535,0.35394177978325,0.581705442301509,0.452538692862211,45.2538692862211,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICAL SAINTE HELENE","Centre Medical","ABIDJAN",3,3,2,45000,45000,0,15000,22500,0,1.5,0,33841.4752475248,1.23636363636364,0.0589823610679747,0.350246155075717,0.122385458167331,0,"Économique",0.350246155075717,0.122385458167331,1,0,1,0,0.175123077537859,0.0611927290836653,0.333333333333333,0,0.170894741986457,17.0894741986457,0.272727272727273,0.824876922462141,0.829105258013543,0.716138326735728,71.6138326735728,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICAL SAINTE LOUISE","Centre Medical","ABIDJAN",16,16,13,294700,294700,0,18418.75,22669.2307692308,0,1.23076923076923,0.0625,33841.4752475248,1.23636363636364,0.0589823610679747,0.418367865146866,0.0988341229361817,0,"Économique",0.418367865146866,0.0988341229361817,1,0,1,0,0.209183932573433,0.0494170614680909,0.333333333333333,0,0.177580298212457,17.7580298212457,0.543277082199238,0.790816067426567,0.822419701787543,0.753949724125492,75.3949724125492,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICAL SAINTE MARIE","Centre Medical","ABIDJAN",3,1,1,67000,67000,0,67000,67000,0,1,0,33841.4752475248,1.23636363636364,0.0589823610679747,1.56443282600487,0.0815903054448871,0,"Coût Élevé",1.56443282600487,0.0815903054448871,1,6.16666666666667,1,0,0.782216413002435,0.0407951527224436,1,0,0.546903469717464,54.6903469717464,0.323897659227001,0.217783586997565,0.453096530282536,0.333131578757441,33.3131578757441,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICAL SARAH DES DEUX PLATEAUX","Centre Medical","ABIDJAN",4,3,1,204250,200875,3375,68083.3333333333,204250,0.0168014934660859,3,0,33841.4752475248,1.23636363636364,0.0589823610679747,1.58972838164923,0.244770916334661,0.284856237727121,"Coût Élevé",1.58972838164923,0.244770916334661,1,6.16666666666667,1,0,0.794864190824614,0.122385458167331,1,0.14242811886356,0.589417706583939,58.9417706583939,0.477953184540011,0.205135809175386,0.410582293416061,0.341877877944581,34.1877877944581,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICAL SAREPTA","Centre Medical","HORS-ABIDJAN",86,69,29,1383250,1259750,123500,20047.1014492754,47698.275862069,0.0980353244691407,2.37931034482759,0,33841.4752475248,1.23636363636364,0.0589823610679747,0.468094680201436,0.194128657782662,1.66211258237287,"Économique",0.468094680201436,0.194128657782662,1,1.13055555555556,1,0,0.234047340100718,0.0970643288913312,0.376851851851852,0.831056291186437,0.295494685371814,29.5494685371814,0.8056614044638,0.765952659899282,0.704505314628186,0.749315470703747,74.9315470703747,"CONSERVER"
"CENTRE MEDICAL SENTINELLE","Centre Medical","HORS-ABIDJAN",2,1,1,54000,46500,7500,54000,54000,0.161290322580645,1,0,33841.4752475248,1.23636363636364,0.0589823610679747,1.26088615827258,0.0815903054448871,2.73455181617373,"Coût Élevé",1.26088615827258,0.0815903054448871,1,6.16666666666667,1,0,0.630443079136291,0.0407951527224436,1,1,0.60137146955762,60.137146955762,0.295590636908002,0.369556920863709,0.39862853044238,0.366392307904036,36.6392307904036,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICAL SERVANTES DE MARIE REPARATRICES","Centre Medical","ABIDJAN",1,1,1,5000,5000,0,5000,5000,0,1,1,33841.4752475248,1.23636363636364,0.0589823610679747,0.0806468958490157,0.067516879219805,0,"Économique",0.0806468958490157,0.067516879219805,1,0,1,0,0.0403234479245079,0.0337584396099025,0.333333333333333,0,0.122224566260323,12.2224566260323,0.0255851932498639,0.959676552075492,0.877775433739677,0.740097832976041,74.0097832976041,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICAL SMGL CARDIOLOGIE","Centre Medical","ABIDJAN",70,68,55,1687500,1687500,0,24816.1764705882,30681.8181818182,0,1.23636363636364,0.0428571428571429,33841.4752475248,1.23636363636364,0.0589823610679747,0.568229176604067,0.0997412661856606,0,"Économique",0.568229176604067,0.0997412661856606,1,0,1,0,0.284114588302034,0.0498706330928303,0.333333333333333,0,0.200195566418459,20.0195566418459,0.832335329341317,0.715885411697966,0.799804433581541,0.772743003980066,77.2743003980066,"PRIVILÉGIER"
"CENTRE MEDICAL SMGL LABORATOIRE","Laboratoire","ABIDJAN",171,165,114,9732373.33333333,8431440,1300933.33333333,58984.0808080808,85371.6959064327,0.154295509821968,1.44736842105263,0.0175438596491228,70466.6666666667,1,0.18717005734016,1.36614392419575,0.117446994375767,0.824360007228902,"Coût Élevé",1.36614392419575,0.117446994375767,1,1,1,0,0.683071962097873,0.0587234971878833,0.333333333333333,0.412180003614451,0.363756638147172,36.3756638147172,0.976047904191617,0.316928037902127,0.636243361852828,0.576478140740305,57.6478140740305,"RENÉGOCIER"
"CENTRE MEDICAL SPECIALISE KREB'S","Centre Medical","ABIDJAN",18,16,11,634315,631850,2465,39644.6875,57665,0.00390124238347709,1.45454545454545,0,33841.4752475248,1.23636363636364,0.0589823610679747,0.925693291070223,0.118676807919836,0.0661425265594416,"Standard",0.925693291070223,0.118676807919836,1,1.02777777777778,1,0,0.462846645535112,0.0593384039599179,0.342592592592593,0.0330712632797208,0.262740418954259,26.2740418954259,0.674469243331519,0.537153354464888,0.737259581045741,0.644659022870556,64.4659022870556,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICAL SPECIALISE SEVEN","Centre Medical","ABIDJAN",3,1,1,53000,53000,0,53000,53000,0,1,0,33841.4752475248,1.23636363636364,0.0589823610679747,1.23753641460087,0.0815903054448871,0,"Standard",1.23753641460087,0.0815903054448871,1,6.16666666666667,1,0,0.618768207300434,0.0407951527224436,1,0,0.497869008006863,49.7869008006863,0.292868807838868,0.381231792699566,0.502130991993137,0.411918875444855,41.1918875444855,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICAL THEMIS","Centre Medical","ABIDJAN",2,1,1,24750,24750,0,24750,24750,0,1,0,33841.4752475248,1.23636363636364,0.0589823610679747,0.577906155874933,0.0815903054448871,0,"Économique",0.577906155874933,0.0815903054448871,1,6.16666666666667,1,0,0.288953077937467,0.0407951527224436,1,0,0.398924469197973,39.8924469197973,0.195427327163854,0.711046922062533,0.601075530802027,0.563934446578595,56.3934446578595,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICAL VICTORIA","Centre Medical","ABIDJAN",93,56,42,2506800,2206100,300700,44764.2857142857,59685.7142857143,0.136303884683378,1.33333333333333,0.032258064516129,33841.4752475248,1.23636363636364,0.0589823610679747,1.02878675960391,0.107717881217854,2.31092621955729,"Standard",1.02878675960391,0.107717881217854,1,3.39166666666667,1,1,0.514393379801955,0.0538589406089272,1,1,0.570475696123265,57.0475696123265,0.882416984213391,0.485606620198045,0.429524303876735,0.54253576647259,54.253576647259,"SURVEILLER"
"CENTRE MEDICALE AIGLE ROYAL","Centre Medical","ABIDJAN",34,26,24,1119550,1051000,68550,43059.6153846154,46647.9166666667,0.0652235965746908,1.08333333333333,0.0294117647058824,33841.4752475248,1.23636363636364,0.0589823610679747,0.988413057164922,0.0876284333774646,1.10581528771836,"Standard",0.988413057164922,0.0876284333774646,1,0,1,0,0.494206528582461,0.0438142166887323,0.333333333333333,0.552907643859181,0.316696987967276,31.6696987967276,0.776265650517148,0.505793471417539,0.683303012032724,0.630891723483535,63.0891723483535,"CONSERVER"
"CENTRE MEDICALE ANNAELLE","Centre Medical","ABIDJAN",50,33,23,1698260,1484660,213600,51462.4242424242,73837.3913043478,0.143871324074199,1.43478260869565,0.06,33841.4752475248,1.23636363636364,0.0589823610679747,1.185552114003,0.116012955735735,2.43922626136301,"Standard",1.185552114003,0.116012955735735,1,2.14492753623188,1,1,0.592776057001501,0.0580064778678676,0.714975845410628,1,0.509727514083999,50.9727514083999,0.833968426782798,0.407223942998499,0.490272485916001,0.52579225692236,52.579225692236,"SURVEILLER"
"CENTRE MEDICALE DE SILOE","Centre Medical","ABIDJAN",1,1,1,35000,35000,0,35000,35000,0,1,0,33841.4752475248,1.23636363636364,0.0589823610679747,0.817241028510007,0.0815903054448871,0,"Économique",0.817241028510007,0.0815903054448871,1,0,1,0,0.408620514255003,0.0407951527224436,0.333333333333333,0,0.234824700093234,23.4824700093234,0.239520958083832,0.591379485744997,0.765175299906766,0.590526105877472,59.0526105877472,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICALE MEDITEX","Centre Medical","ABIDJAN",62,35,22,2148505,1918825,229680,61385.8571428571,97659.3181818182,0.119698252837023,1.59090909090909,0,33841.4752475248,1.23636363636364,0.0589823610679747,1.4333440293542,0.12980275866232,2.02939066306748,"Coût Élevé",1.4333440293542,0.12980275866232,1,2.67222222222222,1,1,0.716672014677099,0.0649013793311602,0.890740740740741,1,0.6016942404247,60.16942404247,0.862819814915623,0.283327985322901,0.3983057595753,0.445217460942405,44.5217460942405,"AUDITER"
"CENTRE MEDICALE VERDOYANT","Centre Medical","ABIDJAN",2,1,1,207980,173500,34480,207980,207980,0.198731988472622,1,0,33841.4752475248,1.23636363636364,0.0589823610679747,4.85627968884318,0.0815903054448871,3.36934610405969,"Coût Élevé",4.85627968884318,0.0815903054448871,1,0,1,0,1,0.0407951527224436,0.333333333333333,1,0.512238545816733,51.2238545816733,0.482308111050626,0,0.487761454183267,0.291566203883432,29.1566203883432,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICO CHIRURGICAL DE TREICHVILLE","Centre Medical","ABIDJAN",13,8,6,1277750,942750,335000,159718.75,212958.333333333,0.355343410236012,1.33333333333333,0,33841.4752475248,1.23636363636364,0.0589823610679747,3.72939187206665,0.108787073926516,6.02457080052278,"Coût Élevé",3.72939187206665,0.108787073926516,1,1.02777777777778,1,0,1,0.0543935369632581,0.342592592592593,1,0.519095838866755,51.9095838866755,0.793140990745781,0,0.480904161133245,0.350989862602454,35.0989862602454,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICO CHIRURGICAL D’OPHTAMOLOGIE","Centre Medical","ABIDJAN",1,1,1,17500,17500,0,17500,17500,0,1,0,33841.4752475248,1.23636363636364,0.0589823610679747,0.408620514255003,0.0815903054448871,0,"Économique",0.408620514255003,0.0815903054448871,1,0,1,0,0.204310257127502,0.0407951527224436,0.333333333333333,0,0.173531622954984,17.3531622954984,0.147523135547088,0.795689742872498,0.826468377045016,0.678367875076423,67.8367875076424,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICO CHIRURGICAL LA SALPETRIERE","Centre Medical","ABIDJAN",1,1,1,226087,226087,0,226087,226087,0,1,0,33841.4752475248,1.23636363636364,0.0589823610679747,5.27907349750691,0.0815903054448871,0,"Coût Élevé",5.27907349750691,0.0815903054448871,1,0,1,0,1,0.0407951527224436,0.333333333333333,0,0.412238545816733,41.2238545816733,0.495917256396298,0,0.587761454183267,0.334288032952566,33.4288032952566,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICO SOCIAL EL RAPHA","Centre Medical","ABIDJAN",3,3,3,129175,90125,39050,43058.3333333333,43058.3333333333,0.433287101248266,1,0,33841.4752475248,1.23636363636364,0.0589823610679747,1.00540104626457,0.0815903054448871,7.34604538378722,"Standard",1.00540104626457,0.0815903054448871,1,0,1,0,0.502700523132286,0.0407951527224436,0.333333333333333,1,0.363048702756419,36.3048702756419,0.412084921066957,0.497299476867714,0.636951297243581,0.536117293857909,53.6117293857909,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICO SOCIAL LA SOURCE INTER","Centre Medical","ABIDJAN",2,1,1,40000,40000,0,40000,40000,0,1,0,33841.4752475248,1.23636363636364,0.0589823610679747,0.933989746868579,0.0815903054448871,0,"Standard",0.933989746868579,0.0815903054448871,1,6.16666666666667,1,0,0.46699487343429,0.0407951527224436,1,0,0.45233700784702,45.233700784702,0.256940664126293,0.53300512656571,0.54766299215298,0.483655380312735,48.3655380312735,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICO-BIOLOGIQUE FLEMING","Centre Medical","ABIDJAN",16,16,8,1913675,1485900,427775,119604.6875,239209.375,0.287889494582408,2,0,33841.4752475248,1.23636363636364,0.0589823610679747,2.79273879506051,0.163180610889774,4.88094218965951,"Coût Élevé",2.79273879506051,0.163180610889774,1,0,1,0,1,0.0815903054448871,0.333333333333333,1,0.524477091633466,52.4477091633466,0.848666303756124,0,0.475522908366534,0.359942424097838,35.9942424097838,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICO-CARDIOLOGIQUE MAVOR","Centre Medical","ABIDJAN",203,118,64,6952525,6575975,376550,58919.7033898305,108633.203125,0.0572614707324769,1.84375,0.00492610837438424,33841.4752475248,1.23636363636364,0.0589823610679747,1.37056051808185,0.149943770332059,0.970823644487299,"Coût Élevé",1.37056051808185,0.149943770332059,1,3.25462962962963,1,1,0.685280259040924,0.0749718851660294,1,0.485411822243649,0.576616825486451,57.6616825486451,0.960261295590637,0.314719740959076,0.423383174513549,0.487293425307177,48.7293425307177,"RENÉGOCIER"
"CENTRE MEDICO-CHIRURGICAL DE LA CLEMENCE RAHMA (CMCC)","Centre Medical","ABIDJAN",174,133,50,5807100,5114065,693035,43662.4060150376,116142,0.135515485235326,2.66,0.00574712643678161,33841.4752475248,1.23636363636364,0.0589823610679747,1.01608603416743,0.216129199763881,2.29755952087355,"Standard",1.01608603416743,0.216129199763881,1,1.40151515151515,1,0,0.508043017083715,0.10806459988194,0.467171717171717,1,0.424983800241212,42.4983800241212,0.949918345127926,0.491956982916285,0.575016199758788,0.616772942095615,61.6772942095615,"CONSERVER"
"CENTRE MEDICO-CHIRURGICAL LAENNEC","Centre Medical","ABIDJAN",1,1,1,22500,20000,2500,22500,22500,0.125,1,0,33841.4752475248,1.23636363636364,0.0589823610679747,0.525369232613576,0.0815903054448871,2.11927765753464,"Économique",0.525369232613576,0.0815903054448871,1,0,1,0,0.262684616306788,0.0407951527224436,0.333333333333333,1,0.291043930708769,29.1043930708769,0.183451279259662,0.737315383693212,0.70895606929123,0.61519883704571,61.519883704571,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICO-CHIRURGICAL SAINTE TRINITE DE SOUBRE","Centre Medical","HORS-ABIDJAN",2,1,1,36500,36500,0,36500,36500,0,1,0,33841.4752475248,1.23636363636364,0.0589823610679747,0.852265644017578,0.0815903054448871,0,"Économique",0.852265644017578,0.0815903054448871,1,6.16666666666667,1,0,0.426132822008789,0.0407951527224436,1,0,0.44007839241937,44.007839241937,0.245508982035928,0.573867177991211,0.55992160758063,0.502617310635922,50.2617310635922,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICO-PEDIATRIQUE L'ANENERAIE","Centre Medical","ABIDJAN",23,19,7,450950,443950,7000,23734.2105263158,64421.4285714286,0.0157675413897961,2.71428571428571,0,33841.4752475248,1.23636363636364,0.0589823610679747,0.554187732039981,0.221459400493265,0.267326385453182,"Économique",0.554187732039981,0.221459400493265,1,1.23333333333333,1,0,0.277093866019991,0.110729700246633,0.411111111111111,0.133663192726591,0.253046722485979,25.3046722485979,0.617855198693522,0.722906133980009,0.746953277514021,0.711514804336316,71.1514804336316,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICO-SOCIAL BETHESDA","Centre Medical","ABIDJAN",63,42,26,1698492,1642630,55862,40440.2857142857,65326.6153846154,0.0340076584501683,1.61538461538462,0,33841.4752475248,1.23636363636364,0.0589823610679747,0.944270305439468,0.131799724180202,0.576573365908088,"Standard",0.944270305439468,0.131799724180202,1,3.21739130434783,1,1,0.472135152719734,0.0658998620901011,1,0.288286682954044,0.490239172738355,49.0239172738355,0.834512792596625,0.527864847280266,0.509760827261645,0.581952828336089,58.1952828336089,"SURVEILLER"
"CENTRE MEDICO-SOCIAL DE L'IMMACULEE CONCEPTION","Centre Medical","HORS-ABIDJAN",13,8,4,311232,304240,6992,38904,77808,0.0229818564291349,2,0.0769230769230769,33841.4752475248,1.23636363636364,0.0589823610679747,0.860261121945615,0.155098318124673,0.389639478871476,"Économique",0.860261121945615,0.155098318124673,1,2.3125,1,0,0.430130560972807,0.0775491590623363,0.770833333333333,0.194819739435738,0.403035889954117,40.3035889954117,0.553620032661949,0.569869439027193,0.596964110045883,0.57745742616162,57.745742616162,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICO-SOCIAL DE L’UNIVERSITE DE COCODY","Centre Medical","ABIDJAN",5,5,5,97000,71000,26000,19400,19400,0.366197183098592,1,0,33841.4752475248,1.23636363636364,0.0589823610679747,0.452985027231261,0.0815903054448871,6.20858806714375,"Économique",0.452985027231261,0.0815903054448871,1,0,1,0,0.22649251361563,0.0407951527224436,0.333333333333333,1,0.280186299901422,28.0186299901422,0.372890582471421,0.77350748638437,0.719813700098578,0.671906591087463,67.1906591087463,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE MEDICO-SOCIAL LA VICTOIRE","Centre Medical","ABIDJAN",15,10,9,304110,247860,56250,30411,33790,0.226942628903413,1.11111111111111,0,33841.4752475248,1.23636363636364,0.0589823610679747,0.710089054800509,0.0906558949387635,3.84763554381744,"Économique",0.710089054800509,0.0906558949387635,1,3.52380952380952,1,0,0.355044527400254,0.0453279474693817,1,1,0.520111742460891,52.0111742460891,0.549265106151334,0.644955472599746,0.479888257539109,0.559790513285809,55.9790513285809,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE NATIONAL D'ONCOLOGIE ET DE RADIOTHERAPIE ALASSANE OUATTARA(CNRAO)","Centre Medical","ABIDJAN",23,21,4,1001884,850692,151192,47708.7619047619,250471,0.177728249472194,5.25,0.782608695652174,33841.4752475248,1.23636363636364,0.0589823610679747,0.817673974489347,0.407133085077265,3.01324406575332,"Économique",0.817673974489347,0.407133085077265,1,1.76190476190476,1,0,0.408836987244674,0.203566542538633,0.587301587301587,1,0.459911535125468,45.9911535125468,0.756124115405553,0.591163012755326,0.540088464874532,0.603725414133054,60.3725414133054,"CONSERVER"
"CENTRE NOVACARE","Centre Medical","ABIDJAN",141,114,82,4727021,4323935,403086,41465.0964912281,57646.5975609756,0.0932220303959241,1.39024390243902,0.0283687943262411,33841.4752475248,1.23636363636364,0.0589823610679747,0.956926454130129,0.113142816872453,1.58050692966478,"Standard",0.956926454130129,0.113142816872453,1,0.554307116104869,1,0,0.478463227065065,0.0565714084362263,0.333333333333333,0.79025346483239,0.339535737133626,33.9535737133626,0.931954273271638,0.521536772934935,0.660464262866374,0.659191268974851,65.9191268974851,"CONSERVER"
"CENTRE OPTHALMOLOGIQUE VISTA VISION","Optique","ABIDJAN",10,6,4,295000,295000,0,49166.6666666667,73750,0,1.5,0,317347.222222222,1,0.452767755831414,1.1480290638593,0.122385458167331,0,"Standard",1.1480290638593,0.122385458167331,1,1,1,0,0.574014531929648,0.0611927290836653,0.333333333333333,0,0.290562178303994,29.0562178303994,0.543821448013065,0.425985468070352,0.709437821696006,0.562933605509156,56.2933605509156,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE OPTIQUE LORIAL","Optique","ABIDJAN",2,2,2,818333.333333333,530000,288333.333333333,409166.666666667,409166.666666667,0.544025157232704,1,0,317347.222222222,1,0.452767755831414,9.5539367856765,0.0815903054448871,1.20155455026543,"Coût Élevé",9.5539367856765,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.600777275132717,0.472316273330005,47.2316273330005,0.720195971692978,0,0.527683726669995,0.355112685006594,35.5112685006594,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE OPTIQUE MEDICAL","Optique","ABIDJAN",4,4,4,2458888.88888889,1520000,938888.888888889,614722.222222222,614722.222222222,0.617690058479532,1,0,317347.222222222,1,0.452767755831414,14.3536063181956,0.0815903054448871,1.36425363892195,"Coût Élevé",14.3536063181956,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.682126819460976,0.480451227762831,48.0451227762831,0.87915078933043,0,0.519548772237169,0.383649666760954,38.3649666760954,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE OPTIQUE PRESTIGE","Optique","ABIDJAN",4,4,4,963333.333333333,7e+05,263333.333333333,240833.333333333,240833.333333333,0.376190476190476,1,0,317347.222222222,1,0.452767755831414,5.6233966009379,0.0815903054448871,0.830868522206668,"Coût Élevé",5.6233966009379,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.415434261103334,0.453781971927066,45.3781971927066,0.750680457267284,0,0.546218028072934,0.36862330268263,36.862330268263,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE OPTIQUE R MONTI","Optique","ABIDJAN",1,1,1,552500,320000,232500,552500,552500,0.7265625,1,0,317347.222222222,1,0.452767755831414,12.9007333786222,0.0815903054448871,1.60471343341537,"Coût Élevé",12.9007333786222,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.802356716707685,0.492474217487502,49.2474217487502,0.648884050081655,0,0.507525782512498,0.33278712302133,33.278712302133,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE PRIVE","Centre Medical","ABIDJAN",2,2,2,53065,53065,0,26532.5,26532.5,0,1,0,33841.4752475248,1.23636363636364,0.0589823610679747,0.619527073969764,0.0815903054448871,0,"Économique",0.619527073969764,0.0815903054448871,1,0,1,0,0.309763536984882,0.0407951527224436,0.333333333333333,0,0.205167606912198,20.5167606912198,0.293413173652695,0.690236463015118,0.794832393087802,0.652710177171707,65.2710177171707,"SURVEILLER (FAIBLE VOLUME)"
"CENTRE PUBLIQUE","Centre Medical","ABIDJAN",1,1,1,10000,10000,0,10000,10000,0,1,0,33841.4752475248,1.23636363636364,0.0589823610679747,0.233497436717145,0.0815903054448871,0,"Économique",0.233497436717145,0.0815903054448871,1,0,1,0,0.116748718358572,0.0407951527224436,0.333333333333333,0,0.147263161324305,14.7263161324305,0.0724006532389766,0.883251281641428,0.852736838675695,0.708875378774644,70.8875378774644,"SURVEILLER (FAIBLE VOLUME)"
"CEPREF","Autre","HORS-ABIDJAN",2,2,2,50000,50000,0,25000,25000,0,1,0,31737.9656862745,1,0.0133114157048418,0.583743591792862,0.0815903054448871,0,"Économique",0.583743591792862,0.0815903054448871,1,1,1,0,0.291871795896431,0.0407951527224436,0.333333333333333,0,0.199800084585662,19.9800084585662,0.284158954817637,0.708128204103569,0.800199915414338,0.66016303877069,66.016303877069,"SURVEILLER (FAIBLE VOLUME)"
"CERMA - SODEXAM","Autre","ABIDJAN",17,15,10,159000,159000,0,10600,15900,0,1.5,0,31737.9656862745,1,0.0133114157048418,0.247507282920173,0.122385458167331,0,"Économique",0.247507282920173,0.122385458167331,1,1,1,0,0.123753641460087,0.0611927290836653,0.333333333333333,0,0.155483911163126,15.5483911163126,0.439847577572128,0.876246358539913,0.844516088836874,0.776274494465141,77.6274494465141,"SURVEILLER (FAIBLE VOLUME)"
"CESAM SA","Autre","ABIDJAN",19,17,14,756600,739800,16800,44505.8823529412,54042.8571428571,0.0227088402270884,1.21428571428571,0,31737.9656862745,1,0.0133114157048418,1.03920094482466,0.0990739423259344,1.7059673238834,"Standard",1.03920094482466,0.0990739423259344,1,1,1,0,0.519600472412329,0.0495369711629672,0.333333333333333,0.852983661941698,0.356039599266758,35.6039599266758,0.706586826347305,0.480399527587671,0.643960400733242,0.591061336597826,59.1061336597826,"SURVEILLER (FAIBLE VOLUME)"
"CHANAN OPTIQUE","Optique","ABIDJAN",2,2,2,522222.222222222,350000,172222.222222222,261111.111111111,261111.111111111,0.492063492063492,1,0,317347.222222222,1,0.452767755831414,6.096877514281,0.0815903054448871,1.08679005014374,"Coût Élevé",6.096877514281,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.543395025071871,0.46657804832392,46.657804832392,0.638541099618944,0,0.53342195167608,0.341077000594221,34.1077000594221,"SURVEILLER (FAIBLE VOLUME)"
"CHR AZAGUIE","Hopital","HORS-ABIDJAN",1,1,1,7000,7000,0,7000,7000,0,1,0,15500,1,0,0.163448205702001,0.0815903054448871,0,"Économique",0.163448205702001,0.0815903054448871,1,1,1,0,0.0817241028510007,0.0407951527224436,0.333333333333333,0,0.136755776672033,13.6755776672033,0.0446379967338051,0.918275897148999,0.863244223327967,0.721535647537547,72.1535647537547,"SURVEILLER (FAIBLE VOLUME)"
"CHR BONDOUKOU","Hopital","HORS-ABIDJAN",1,1,1,12000,12000,0,12000,12000,0,1,1,15500,1,0,0.193552550037638,0.067516879219805,0,"Économique",0.193552550037638,0.067516879219805,1,1,1,0,0.0967762750188189,0.0337584396099025,0.333333333333333,0,0.139160414388616,13.9160414388616,0.0936309199782254,0.903223724981181,0.860839585611384,0.724351508232671,72.4351508232671,"SURVEILLER (FAIBLE VOLUME)"
"CHR DE ABOISSO","Hopital","HORS-ABIDJAN",1,1,1,105665,96665,9000,105665,105665,0.0931050535354058,1,0,15500,1,0,2.46725066507171,0.0815903054448871,0,"Coût Élevé",2.46725066507171,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0,0.412238545816733,41.2238545816733,0.384322264561786,0,0.587761454183267,0.311969034585664,31.1969034585664,"SURVEILLER (FAIBLE VOLUME)"
