"PRESTATAIRE","TYPE","ZONE_GEO","LIGNES","VISITES","PATIENTS","DEPENSES_TOTALES","FRAIS_REELS","REJETS_TOTAL","COUT_MOYEN_VISITE","COUT_MOYEN_PATIENT","TAUX_REJET","FREQUENCE_BRUTE","PART_CHRONIQUES","MEDIANE_COUT_VISITE","MEDIANE_FREQUENCE","MEDIANE_REJET","INDICE_COUT","INDICE_FREQUENCE","INDICE_REJET","PROFIL_RISQUE","INDICE_COUT_AJUSTE","INDICE_FREQ_AJUSTE","LIFT_RADIO","LIFT_LABO","LIFT_MULTI","FLAG_DEMANDE_INDUITE","SCORE_COUT","SCORE_FREQ","SCORE_ACTES","SCORE_REJET","SCORE_ANOMALIE_BRUT","SCORE_ANOMALIE","VOL_PERCENTILE","SCORE_ECONOMIE","SCORE_SAIN","SCORE_RESEAU_BRUT","SCORE_RESEAU","DECISION"
"3'O","Autre","ABIDJAN",1,1,1,11530,11530,0,11530,11530,0,1,0,31737.9656862745,1,0.0133114157048418,0.269222544534868,0.0815903054448871,0,"Économique",0.269222544534868,0.0815903054448871,1,1,1,0,0.134611272267434,0.0407951527224436,0.333333333333333,0,0.152621927496963,15.2621927496963,0.0892759934676102,0.865388727732566,0.847378072503037,0.702961918787763,70.2961918787763,"SURVEILLER (FAIBLE VOLUME)"
"7 OPTIQUE PLUS KOUMASSI","Optique","ABIDJAN",5,5,5,853888.888888889,670000,183888.888888889,170777.777777778,170777.777777778,0.274461028192371,1,0,317347.222222222,1,0.452767755831414,3.98761733593613,0.0815903054448871,0.606185013525048,"Coût Élevé",3.98761733593613,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.303092506762524,0.442547796492985,44.2547796492985,0.729994556341862,0,0.557452203507015,0.368979792671178,36.8979792671178,"SURVEILLER (FAIBLE VOLUME)"
"A. VISION","Optique","ABIDJAN",1,1,1,173333.333333333,170000,3333.33333333332,173333.333333333,173333.333333333,0.0196078431372548,1,0,317347.222222222,1,0.452767755831414,4.04728890309718,0.0815903054448871,0.0433066243890294,"Coût Élevé",4.04728890309718,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.0216533121945147,0.414403877036184,41.4403877036184,0.452367991290147,0,0.585596122963816,0.324712047443556,32.4712047443556,"SURVEILLER (FAIBLE VOLUME)"
"ABRAHAM OPTIQUE","Optique","ABIDJAN",1,1,1,305000,190000,115000,305000,305000,0.605263157894737,1,0,317347.222222222,1,0.452767755831414,7.12167181987292,0.0815903054448871,1.33680711600873,"Coût Élevé",7.12167181987292,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.668403558004365,0.47907890161717,47.907890161717,0.550353837778987,0,0.52092109838283,0.31843920690893,31.843920690893,"SURVEILLER (FAIBLE VOLUME)"
"ACDS AU CENTRE DES SENS","Centre Medical","ABIDJAN",1,1,1,25000,25000,0,25000,25000,0,1,0,33841.4752475248,1.23636363636364,0.0589823610679747,0.583743591792862,0.0815903054448871,0,"Économique",0.583743591792862,0.0815903054448871,1,0,1,0,0.291871795896431,0.0407951527224436,0.333333333333333,0,0.199800084585662,19.9800084585662,0.196516058791508,0.708128204103569,0.800199915414338,0.642634459565464,64.2634459565464,"SURVEILLER (FAIBLE VOLUME)"
"ACUITIX OPTIC","Optique","ABIDJAN",5,5,5,1874444.44444444,1190000,684444.444444444,374888.888888889,374888.888888889,0.57516339869281,1,0,317347.222222222,1,0.452767755831414,8.7535594609294,0.0815903054448871,1.27032764874487,"Coût Élevé",8.7535594609294,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.635163824372434,0.475754928253976,47.5754928253976,0.84594447468699,0,0.524245071746024,0.378886923635807,37.8886923635807,"SURVEILLER (FAIBLE VOLUME)"
"ADORS VISION","Optique","ABIDJAN",1,1,1,140000,140000,0,140000,140000,0,1,0,317347.222222222,1,0.452767755831414,3.26896411404003,0.0815903054448871,0,"Coût Élevé",3.26896411404003,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0,0.412238545816733,41.2238545816733,0.422427871529668,0,0.587761454183267,0.31959015597924,31.959015597924,"SURVEILLER (FAIBLE VOLUME)"
"ADVANCE VISION","Optique","ABIDJAN",2,2,2,1399600,834800,564800,699800,699800,0.676569238140872,1,0.5,317347.222222222,1,0.452767755831414,13.3516889989334,0.0738894347796492,1.49429642333627,"Coût Élevé",13.3516889989334,0.0738894347796492,1,1,1,0,1,0.0369447173898246,0.333333333333333,0.747148211668136,0.485798236383761,48.5798236383761,0.80729450190528,0,0.514201763616239,0.367139605827552,36.7139605827552,"SURVEILLER (FAIBLE VOLUME)"
"AFOSUCOA - FSUCOM OUASSAKARA","Centre Medical","ABIDJAN",94,74,56,1083475,965225,118250,14641.5540540541,19347.7678571429,0.12251029552695,1.32142857142857,0.0319148936170213,33841.4752475248,1.23636363636364,0.0589823610679747,0.337789708002039,0.107019068473549,2.07706665702585,"Économique",0.337789708002039,0.107019068473549,1,2.0922619047619,1,1,0.168894854001019,0.0535095342367744,0.697420634920635,1,0.375947506947529,37.5947506947529,0.771910724006532,0.831105145998981,0.624052493052471,0.736445200421887,73.6445200421887,"CONSERVER"
"AFOSUCOA WASSAKARA","Autre","ABIDJAN",1,1,1,33910,29500,4410,33910,33910,0.149491525423729,1,0,31737.9656862745,1,0.0133114157048418,0.791789807907838,0.0815903054448871,11.2303250637236,"Économique",0.791789807907838,0.0815903054448871,1,1,1,0,0.395894903953919,0.0407951527224436,0.333333333333333,1,0.331007017002909,33.1007017002909,0.235166031573217,0.604105096046081,0.668992982997091,0.556272437931912,55.6272437931912,"SURVEILLER (FAIBLE VOLUME)"
"AGEFOSACOM","Autre","ABIDJAN",1,1,1,6000,6000,0,6000,6000,0,1,0,31737.9656862745,1,0.0133114157048418,0.140098462030287,0.0815903054448871,0,"Économique",0.140098462030287,0.0815903054448871,1,1,1,0,0.0700492310151434,0.0407951527224436,0.333333333333333,0,0.133253315121276,13.3253315121276,0.0391943385955362,0.929950768984857,0.866746684878724,0.72651784926454,72.6517849264539,"SURVEILLER (FAIBLE VOLUME)"
"AGFOSYN","Autre","ABIDJAN",1,1,1,6500,6500,0,6500,6500,0,1,0,31737.9656862745,1,0.0133114157048418,0.151773333866144,0.0815903054448871,0,"Économique",0.151773333866144,0.0815903054448871,1,1,1,0,0.075886666933072,0.0407951527224436,0.333333333333333,0,0.135004545896655,13.5004545896655,0.0430048992923244,0.924113333066928,0.864995454103345,0.724244494726574,72.4244494726574,"SURVEILLER (FAIBLE VOLUME)"
"AGNEBY ESPACE MEDICAL D'AGBOVILLE","Centre Medical","HORS-ABIDJAN",32,18,12,763100,720500,42600,42394.4444444444,63591.6666666667,0.0591256072172103,1.5,0,33841.4752475248,1.23636363636364,0.0589823610679747,0.989899410882518,0.122385458167331,1.00242862690882,"Standard",0.989899410882518,0.122385458167331,1,3.08333333333333,1,1,0.494949705441259,0.0611927290836653,1,0.501214313454411,0.516964161702918,51.6964161702918,0.708764289602613,0.505050294558741,0.483035838297082,0.536987311062852,53.6987311062852,"SURVEILLER (FAIBLE VOLUME)"
"AIBEF (ASSOCIATION IVOIRIENNE POUR LE BIEN-ETRE FAMILIAL)","Autre","ABIDJAN",4,3,3,54000,54000,0,18000,18000,0,1,0,31737.9656862745,1,0.0133114157048418,0.420295386090861,0.0815903054448871,0,"Économique",0.420295386090861,0.0815903054448871,1,1,1,0,0.21014769304543,0.0407951527224436,0.333333333333333,0,0.175282853730362,17.5282853730362,0.295590636908002,0.78985230695457,0.824717146269638,0.704945908671283,70.4945908671284,"SURVEILLER (FAIBLE VOLUME)"
"AIGLE VISION","Optique","ABIDJAN",1,1,1,450000,350000,1e+05,450000,450000,0.285714285714286,1,0,317347.222222222,1,0.452767755831414,10.5073846522715,0.0815903054448871,0.631039383954431,"Coût Élevé",10.5073846522715,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.315519691977216,0.443790515014455,44.3790515014455,0.616766467065868,0,0.556209484985545,0.345837087407392,34.5837087407392,"SURVEILLER (FAIBLE VOLUME)"
"ALAIN AFFLELOU CAP NORD","Autre","ABIDJAN",8,8,8,7931888.33333333,4612555,3319333.33333333,991486.041666667,991486.041666667,0.719630082098389,1,0.375,31737.9656862745,1,0.0133114157048418,19.8232231517619,0.075675075756871,54.0611230281565,"Coût Élevé",19.8232231517619,0.075675075756871,1,1,1,0,1,0.0378375378784355,0.333333333333333,1,0.511351261363531,51.1351261363531,0.96842678279804,0,0.488648738636469,0.389144852014196,38.9144852014196,"SURVEILLER (FAIBLE VOLUME)"
"ALAIN AFFLELOU COCODY","Autre","ABIDJAN",6,6,6,4026555.55555555,2510500,1516055.55555555,671092.592592592,671092.592592592,0.60388590143619,1,0,31737.9656862745,1,0.0133114157048418,15.6698400170233,0.0815903054448871,45.3660162695194,"Coût Élevé",15.6698400170233,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,1,0.512238545816733,51.2238545816733,0.922700054436581,0,0.487761454183267,0.379644592560623,37.9644592560623,"SURVEILLER (FAIBLE VOLUME)"
"ALAIN AFFLELOU PLAYCE","Autre","ABIDJAN",8,8,8,9223166.66666667,5287500,3935666.66666667,1152895.83333333,1152895.83333333,0.744334121355398,1,0,31737.9656862745,1,0.0133114157048418,26.919822188521,0.0815903054448871,55.9169766657244,"Coût Élevé",26.919822188521,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,1,0.512238545816733,51.2238545816733,0.974959172563963,0,0.487761454183267,0.390096416186099,39.0096416186099,"SURVEILLER (FAIBLE VOLUME)"
"ALAIN AFFLELOU RUE DU CANAL","Autre","ABIDJAN",6,6,6,5884000,3357000,2527000,980666.666666667,980666.666666667,0.752755436401549,1,0,31737.9656862745,1,0.0133114157048418,22.8983152940613,0.0815903054448871,56.5496152394779,"Coût Élevé",22.8983152940613,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,1,0.512238545816733,51.2238545816733,0.951551442569407,0,0.487761454183267,0.385414870187188,38.5414870187188,"SURVEILLER (FAIBLE VOLUME)"
"ALAIN AFFLEOU","Autre","ABIDJAN",1,1,1,662000,381000,281000,662000,662000,0.73753280839895,1,0,31737.9656862745,1,0.0133114157048418,15.457530310675,0.0815903054448871,55.4060383021983,"Coût Élevé",15.457530310675,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,1,0.512238545816733,51.2238545816733,0.679912901469788,0,0.487761454183267,0.331087161967264,33.1087161967264,"SURVEILLER (FAIBLE VOLUME)"
"ALG VISION","Optique","ABIDJAN",2,2,2,678333.333333333,460000,218333.333333333,339166.666666667,339166.666666667,0.47463768115942,1,0,317347.222222222,1,0.452767755831414,7.91945472865649,0.0815903054448871,1.0483027447214,"Coût Élevé",7.91945472865649,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.5241513723607,0.464653683052803,46.4653683052803,0.68481219379423,0,0.535346316947197,0.351100965537725,35.1100965537725,"SURVEILLER (FAIBLE VOLUME)"
"ALLIANCE OPTIQUE","Optique","ABIDJAN",1,1,1,3e+05,180000,120000,3e+05,3e+05,0.666666666666667,1,0,317347.222222222,1,0.452767755831414,7.00492310151434,0.0815903054448871,1.47242522922701,"Coût Élevé",7.00492310151434,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.736212614613503,0.485859807278083,48.5859807278083,0.547087642896026,0,0.514140192721917,0.315073605667972,31.5073605667972,"SURVEILLER (FAIBLE VOLUME)"
"ALLIANCE VISION OPTIQUE","Optique","HORS-ABIDJAN",1,1,1,173333.333333333,170000,3333.33333333333,173333.333333333,173333.333333333,0.0196078431372549,1,0,317347.222222222,1,0.452767755831414,4.04728890309718,0.0815903054448871,0.0433066243890295,"Coût Élevé",4.04728890309718,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.0216533121945148,0.414403877036185,41.4403877036185,0.452912357103974,0,0.585596122963815,0.324820920606321,32.4820920606321,"SURVEILLER (FAIBLE VOLUME)"
"AMITIE OPTIQUE","Optique","ABIDJAN",5,5,5,2087333.33333333,1424500,662833.333333333,417466.666666667,417466.666666667,0.465309465309465,1,0,317347.222222222,1,0.452767755831414,9.74773965815174,0.0815903054448871,1.02770009417968,"Coût Élevé",9.74773965815174,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.513850047089839,0.463623550525717,46.3623550525717,0.859553620032662,0,0.536376449474283,0.386461303796246,38.6461303796246,"SURVEILLER (FAIBLE VOLUME)"
"ANOPTIC GRAND BASSAM","Optique","HORS-ABIDJAN",15,15,15,6167222.22222222,4060000,2107222.22222222,411148.148148148,411148.148148148,0.519020251778872,1,0,317347.222222222,1,0.452767755831414,9.60020387035935,0.0815903054448871,1.14632776979845,"Coût Élevé",9.60020387035935,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.573163884899223,0.469554934306655,46.9554934306655,0.953728905824714,0,0.530445065693345,0.402923807442281,40.2923807442281,"SURVEILLER (FAIBLE VOLUME)"
"ANOPTIC MARCORY","Optique","ABIDJAN",2,2,2,1073888.88888889,630000,443888.888888889,536944.444444444,536944.444444444,0.704585537918871,1,0,317347.222222222,1,0.452767755831414,12.5375151437289,0.0815903054448871,1.55617428327034,"Coût Élevé",12.5375151437289,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.778087141635171,0.49004725998025,49.004725998025,0.769188894937398,0,0.50995274001975,0.35781887499538,35.781887499538,"SURVEILLER (FAIBLE VOLUME)"
"ANOPTIC RIVIERA","Optique","ABIDJAN",1,1,1,3e+05,3e+05,0,3e+05,3e+05,0,1,0,317347.222222222,1,0.452767755831414,7.00492310151434,0.0815903054448871,0,"Coût Élevé",7.00492310151434,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0,0.412238545816733,41.2238545816733,0.547087642896026,0,0.587761454183267,0.344522110252512,34.4522110252512,"SURVEILLER (FAIBLE VOLUME)"
"ANOPTIC YAMOUSSOUKRO","Optique","HORS-ABIDJAN",1,1,1,465000,270000,195000,465000,465000,0.722222222222222,1,0,317347.222222222,1,0.452767755831414,10.8576308073472,0.0815903054448871,1.59512733166259,"Coût Élevé",10.8576308073472,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.797563665831295,0.491994912399863,49.1994912399863,0.624387588459445,0,0.508005087600137,0.328079552731944,32.8079552731944,"SURVEILLER (FAIBLE VOLUME)"
"ANOPTIC YOPOUGON","Optique","ABIDJAN",5,5,5,1930833.33333333,1580000,350833.333333333,386166.666666667,386166.666666667,0.22204641350211,1,0,317347.222222222,1,0.452767755831414,9.01689268122707,0.0815903054448871,0.490420111949818,"Coût Élevé",9.01689268122707,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.245210055974909,0.436759551414224,43.6759551414224,0.849210669569951,0,0.563240448585776,0.395138313348301,39.5138313348301,"SURVEILLER (FAIBLE VOLUME)"
"ART ET VISION","Optique","HORS-ABIDJAN",1,1,1,230000,230000,0,230000,230000,0,1,0,317347.222222222,1,0.452767755831414,5.37044104449433,0.0815903054448871,0,"Coût Élevé",5.37044104449433,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0,0.412238545816733,41.2238545816733,0.499727817093087,0,0.587761454183267,0.335050145091924,33.5050145091924,"SURVEILLER (FAIBLE VOLUME)"
"ASET DE LA DIVINE","Autre","ABIDJAN",1,1,1,6240,6240,0,6240,6240,0,1,0,31737.9656862745,1,0.0133114157048418,0.145702400511498,0.0815903054448871,0,"Économique",0.145702400511498,0.0815903054448871,1,1,1,0,0.0728512002557492,0.0407951527224436,0.333333333333333,0,0.134093905893458,13.4093905893458,0.0413718018508438,0.927148799744251,0.865906094106542,0.725496317910486,72.5496317910486,"SURVEILLER (FAIBLE VOLUME)"
"ASSISTANCE HOPITAUX PUBLIQUE DE PARIS","Autre","HORS COTE D'IVOIRE",1,1,1,327970,278985,48985,327970,327970,0.175582916644264,1,0,31737.9656862745,1,0.0133114157048418,7.6580154320122,0.0815903054448871,13.1904014221717,"Coût Élevé",7.6580154320122,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,1,0.512238545816733,51.2238545816733,0.563418617310833,0,0.487761454183267,0.307788305135473,30.7788305135473,"SURVEILLER (FAIBLE VOLUME)"
"ATLANTIQUE OPTIQUE","Optique","ABIDJAN",3,3,3,1382500,810000,572500,460833.333333333,460833.333333333,0.70679012345679,1,0,317347.222222222,1,0.452767755831414,10.7603402087151,0.0815903054448871,1.56104341431937,"Coût Élevé",10.7603402087151,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.780521707159686,0.490290716532702,49.0290716532702,0.805117038649973,0,0.509709283467298,0.364907121116914,36.4907121116914,"SURVEILLER (FAIBLE VOLUME)"
"AXE OPTIC","Optique","ABIDJAN",6,6,6,997500,730000,267500,166250,166250,0.366438356164384,1,0,317347.222222222,1,0.452767755831414,3.88189488542253,0.0815903054448871,0.809329620859365,"Coût Élevé",3.88189488542253,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.404664810429682,0.452705026859701,45.2705026859701,0.755579749591726,0,0.547294973140299,0.370033939174465,37.0033939174465,"SURVEILLER (FAIBLE VOLUME)"
"AZOL SARL","Autre","ABIDJAN",2,2,2,543333.333333333,430000,113333.333333333,271666.666666667,271666.666666667,0.263565891472868,1,0,31737.9656862745,1,0.0133114157048418,6.34334703081577,0.0815903054448871,19.7999895215503,"Coût Élevé",6.34334703081577,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,1,0.512238545816733,51.2238545816733,0.64616222101252,0,0.487761454183267,0.324337025875811,32.4337025875811,"SURVEILLER (FAIBLE VOLUME)"
"Anatomie Group","Autre","ABIDJAN",1,1,1,1e+05,1e+05,0,1e+05,1e+05,0,1,1,31737.9656862745,1,0.0133114157048418,1.61293791698031,0.067516879219805,0,"Coût Élevé",1.61293791698031,0.067516879219805,1,1,1,0,0.806468958490157,0.0337584396099025,0.333333333333333,0,0.352068219430018,35.2068219430018,0.374523679912901,0.193531041509843,0.647931780569982,0.41148986481451,41.148986481451,"SURVEILLER (FAIBLE VOLUME)"
"Antenne d'Hygiene Publique Abobo","Autre","ABIDJAN",1,1,1,34500,34500,0,34500,34500,0,1,0,31737.9656862745,1,0.0133114157048418,0.80556615667415,0.0815903054448871,0,"Économique",0.80556615667415,0.0815903054448871,1,1,1,0,0.402783078337075,0.0407951527224436,0.333333333333333,0,0.233073469317855,23.3073469317855,0.237343494828525,0.597216921662925,0.766926530682144,0.593126079903733,59.3126079903733,"SURVEILLER (FAIBLE VOLUME)"
"B-HEALTH-CO","Autre","ABIDJAN",14,14,4,230000,230000,0,16428.5714285714,57500,0,3.5,0,31737.9656862745,1,0.0133114157048418,0.383602931749595,0.285566069057105,0,"Économique",0.383602931749595,0.285566069057105,1,1,1,0,0.191801465874798,0.142783034528552,0.333333333333333,0,0.200375350121005,20.0375350121005,0.499727817093087,0.808198534125202,0.799624649878995,0.743074837020296,74.3074837020296,"SURVEILLER (FAIBLE VOLUME)"
"BA OPTIQUE","Optique","ABIDJAN",5,5,5,2185000,1280000,905000,437000,437000,0.70703125,1,0.2,317347.222222222,1,0.452767755831414,9.36535241809987,0.0783250428189295,1.56157597552786,"Coût Élevé",9.36535241809987,0.0783250428189295,1,1,1,0,1,0.0391625214094648,0.333333333333333,0.78078798776393,0.489827555199232,48.9827555199232,0.866086009798585,0,0.510172444800768,0.377286179880024,37.7286179880024,"SURVEILLER (FAIBLE VOLUME)"
"BAOL OPTIQUE","Optique","ABIDJAN",5,5,5,1465833.33333333,1170000,295833.333333333,293166.666666667,293166.666666667,0.252849002849003,1,0,317347.222222222,1,0.452767755831414,6.84536651975763,0.0815903054448871,0.558451876469644,"Coût Élevé",6.84536651975763,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.279225938234822,0.440161139640215,44.0161139640215,0.813826891671203,0,0.559838860359785,0.386700922478155,38.6700922478155,"SURVEILLER (FAIBLE VOLUME)"
"BARAKA OPTIC","Optique","ABIDJAN",1,1,1,392500,240000,152500,392500,392500,0.635416666666667,1,0,317347.222222222,1,0.452767755831414,9.16477439114793,0.0815903054448871,1.40340529660699,"Coût Élevé",9.16477439114793,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.701702648303495,0.482408810647083,48.2408810647083,0.592270005443658,0,0.517591189352917,0.325490476829899,32.5490476829899,"SURVEILLER (FAIBLE VOLUME)"
"BIOGROUP AFRICA SAS","Autre","ABIDJAN",1,1,1,99100,99100,0,99100,99100,0,1,0,31737.9656862745,1,0.0133114157048418,2.3139595978669,0.0815903054448871,0,"Coût Élevé",2.3139595978669,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0,0.412238545816733,41.2238545816733,0.373434948285248,0,0.587761454183267,0.309791571330356,30.9791571330356,"SURVEILLER (FAIBLE VOLUME)"
"BIOMEA","Autre","ABIDJAN",15,15,12,1193881,1066700,127181,79592.0666666667,99490.0833333333,0.119228461610575,1.25,0.2,31737.9656862745,1,0.0133114157048418,1.70573856754744,0.100246573105213,8.9568581024186,"Coût Élevé",1.70573856754744,0.100246573105213,1,1,1,0,0.852869283773722,0.0501232865526064,0.333333333333333,1,0.470897771097898,47.0897771097898,0.784431137724551,0.147130716226278,0.529102228902102,0.427379405596262,42.7379405596262,"SURVEILLER (FAIBLE VOLUME)"
"BONNE OPTIQUE +","Optique","ABIDJAN",3,3,3,1560000,1155000,405000,520000,520000,0.350649350649351,1,0,317347.222222222,1,0.452767755831414,12.1418667092915,0.0815903054448871,0.774457425762257,"Coût Élevé",12.1418667092915,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.387228712881128,0.450961417104846,45.0961417104846,0.82144801306478,0,0.549038582895154,0.383905035771018,38.3905035771018,"SURVEILLER (FAIBLE VOLUME)"
"BONNE VUE OPTIC","Optique","ABIDJAN",3,3,3,1260000,940000,320000,420000,420000,0.340425531914894,1,0,317347.222222222,1,0.452767755831414,9.80689234212008,0.0815903054448871,0.751876712796769,"Coût Élevé",9.80689234212008,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.375938356398385,0.449832381456572,44.9832381456572,0.790963527490474,0,0.550167618543429,0.378259752915466,37.8259752915466,"SURVEILLER (FAIBLE VOLUME)"
"BOUAKE OPTIQUE","Optique","HORS-ABIDJAN",5,5,5,1201666.66666667,970000,231666.666666667,240333.333333333,240333.333333333,0.238831615120275,1,0,317347.222222222,1,0.452767755831414,5.61172172910205,0.0815903054448871,0.52749254346019,"Coût Élevé",5.61172172910205,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0.263746271730095,0.438613172989743,43.8613172989743,0.785519869352205,0,0.561386827010257,0.381658704674544,38.1658704674544,"SURVEILLER (FAIBLE VOLUME)"
"C.I.M.A. - CENTRE D'IMAGERIE","Centre Medical","ABIDJAN",85,82,65,5196158.33333333,4905100,291058.333333333,63367.7845528455,79940.8974358974,0.0593379000088343,1.26153846153846,0.0235294117647059,33841.4752475248,1.23636363636364,0.0589823610679747,1.46364095991833,0.102600288099511,1.00602788586998,"Coût Élevé",1.46364095991833,0.102600288099511,1,0,1,0,0.731820479959166,0.0513001440497556,0.333333333333333,0.50301394293499,0.385237581496175,38.5237581496175,0.942841589548176,0.268179520040834,0.614762418503825,0.541745093327499,54.1745093327499,"RENÉGOCIER"
"C.M.C. DE ABOBO AVOCATIER MARCHE","Autre","ABIDJAN",3,3,3,36000,36000,0,12000,12000,0,1,0,31737.9656862745,1,0.0133114157048418,0.280196924060574,0.0815903054448871,0,"Économique",0.280196924060574,0.0815903054448871,1,1,1,0,0.140098462030287,0.0407951527224436,0.333333333333333,0,0.154268084425819,15.4268084425819,0.243331518780621,0.859901537969713,0.845731915574181,0.730919685173682,73.0919685173682,"SURVEILLER (FAIBLE VOLUME)"
"CABINET ADOU GEORGES","Cabinet","ABIDJAN",11,10,8,292000,292000,0,29200,36500,0,1.25,0,35500,1.25,0,0.681812515214063,0.101987881806109,0,"Économique",0.681812515214063,0.101987881806109,1,1,1,0,0.340906257607031,0.0509939409030545,0.333333333333333,0,0.217570059553026,21.7570059553026,0.54109961894393,0.659093742392969,0.782429940446974,0.684829396924763,68.4829396924763,"SURVEILLER (FAIBLE VOLUME)"
"CABINET D'OPHTALMOLOGIE HOMIEN","Cabinet","ABIDJAN",6,5,4,117500,117500,0,23500,29375,0,1.25,0,35500,1.25,0,0.54871897628529,0.101987881806109,0,"Économique",0.54871897628529,0.101987881806109,1,1,1,0,0.274359488142645,0.0509939409030545,0.333333333333333,0,0.19760602871371,19.760602871371,0.39575394665215,0.725640511857355,0.80239397128629,0.690364582587888,69.0364582587888,"SURVEILLER (FAIBLE VOLUME)"
"CABINET D'OPHTALMOLOGIE IRIS","Cabinet","HORS-ABIDJAN",10,10,8,175000,175000,0,17500,21875,0,1.25,0,35500,1.25,0,0.408620514255003,0.101987881806109,0,"Économique",0.408620514255003,0.101987881806109,1,1,1,0,0.204310257127502,0.0509939409030545,0.333333333333333,0,0.176591259409167,17.6591259409167,0.454545454545455,0.795689742872498,0.823408740590833,0.738548484294424,73.8548484294424,"SURVEILLER (FAIBLE VOLUME)"
"CABINET D'OPHTALMOLOGIE LES LUCIOLES","Cabinet","ABIDJAN",18,16,16,438500,426500,12000,27406.25,27406.25,0.0281359906213365,1,0,35500,1.25,0,0.639928912502925,0.0815903054448871,0,"Économique",0.639928912502925,0.0815903054448871,1,1,1,0,0.319964456251462,0.0407951527224436,0.333333333333333,0,0.208227882692172,20.8227882692172,0.612411540555253,0.680035543748537,0.791772117307828,0.711205372533597,71.1205372533597,"SURVEILLER (FAIBLE VOLUME)"
"CABINET D'OPHTALMOLOGIE LES SAINTS ARCHANGES","Cabinet","ABIDJAN",60,50,22,1546500,1532000,14500,30930,70295.4545454545,0.00946475195822454,2.27272727272727,0.25,35500,1.25,0,0.652143425714,0.183692087627874,0,"Économique",0.652143425714,0.183692087627874,1,1,1,0,0.326071712857,0.0918460438139369,0.333333333333333,0,0.225375327001281,22.5375327001281,0.819270549809472,0.673928287143,0.774624672998719,0.743275294018582,74.3275294018582,"CONSERVER"
"CABINET D'ORTHOPHONIE LES PETITS ANGES DE DIEU","Cabinet","ABIDJAN",2,2,1,533760,386130,147630,266880,533760,0.382332375106829,2,0,35500,1.25,0,6.23157959110716,0.163180610889774,0,"Coût Élevé",6.23157959110716,0.163180610889774,1,1,1,0,1,0.0815903054448871,0.333333333333333,0,0.424477091633466,42.4477091633466,0.643440391943386,0,0.575522908366534,0.358897241735291,35.8897241735291,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DE CARDIOLOGIE EDLONA","Cabinet","ABIDJAN",119,72,34,9783045,8764295,1018750,135875.625,287736.617647059,0.116238670651775,2.11764705882353,0.0420168067226891,35500,1.25,0,3.11456745768926,0.171726669301313,0,"Coût Élevé",3.11456745768926,0.171726669301313,1,1,1,0,1,0.0858633346506564,0.333333333333333,0,0.425759000395197,42.5759000395197,0.977136635819271,0,0.574240999604803,0.425123727005775,42.5123727005775,"RENÉGOCIER"
