"CLASSE_AGE","SEXE","FILIATION","AFFECTION_CHR_NUM","ZONE_GEO","TYPE_CONTRAT","TAUX_COUVERTURE","ANNEE","pp_totale","pp_ic_low","pp_ic_high","se_pp_boot","pp_p75","pp_p90","cv_prime","chargement_75","chargement_90"
"1","F","ASSURÉ PRINCIPAL","0","ABIDJAN","INDIVIDUEL",0.8,"2025",490407.314646122,450114.459555167,530152.033754495,35891.0223525561,524608.857351153,528304.308286714,0.0731861480868307,0.06974109415499,0.077276566863483
"2","F","ASSURÉ PRINCIPAL","0","ABIDJAN","INDIVIDUEL",0.8,"2025",448534.146413582,411822.76848831,488576.721894621,34867.9672340999,477746.044998467,484966.49626257,0.0777375981581323,0.065127479855121,0.0812253652041779
"3","F","ASSURÉ PRINCIPAL","0","ABIDJAN","INDIVIDUEL",0.8,"2025",325871.120146019,292770.941317071,356851.249666614,28232.3535749701,343249.334625026,352317.277986085,0.0866365622161286,0.0533284891009064,0.0811552672363711
"4","F","ASSURÉ PRINCIPAL","0","ABIDJAN","INDIVIDUEL",0.8,"2025",313831.629411935,270885.976505717,332381.897196199,27549.0077732828,324991.961918288,329918.585436895,0.087782763722397,0.0355615287320291,0.0512598301678627
"5","F","ASSURÉ PRINCIPAL","0","ABIDJAN","INDIVIDUEL",0.8,"2025",335724.417535801,318884.645377531,350570.820233715,12437.9189678533,339436.831113501,346859.490526977,0.0370480022250004,0.0110579194833363,0.033167301541268
"6","F","ASSURÉ PRINCIPAL","0","ABIDJAN","INDIVIDUEL",0.8,"2025",298524.59278903,287870.118892843,304618.430774704,7129.96230120258,303431.144000477,304222.668516628,0.0238840031053702,0.0164360033644333,0.019087458337562
"7","F","ASSURÉ PRINCIPAL","0","ABIDJAN","INDIVIDUEL",0.8,"2025",358209.332006546,334591.253036137,388847.211663771,22640.2059977744,363160.336255176,380284.919860906,0.0632038419293909,0.0138215389892176,0.0616276179369792
"8","F","ASSURÉ PRINCIPAL","0","ABIDJAN","INDIVIDUEL",0.8,"2025",479421.373217078,462939.616451446,493318.182092878,11944.954829284,482391.229057714,489675.86441449,0.0249153573382208,0.00619466716868955,0.0213893075492257
"9","F","ASSURÉ PRINCIPAL","0","ABIDJAN","INDIVIDUEL",0.8,"2025",487869.295755044,469665.765226888,504602.36240081,15135.5682757395,497796.487332049,502333.73737789,0.0310238180747063,0.0203480556439629,0.0296481900966122
"10","F","ASSURÉ PRINCIPAL","0","ABIDJAN","INDIVIDUEL",0.8,"2025",881775.392084948,804352.692068994,940334.445263702,54552.5316257936,899394.643818784,926687.844782063,0.0618666977049617,0.0199815643439261,0.0509341189380666
"1","M","ASSURÉ PRINCIPAL","0","ABIDJAN","INDIVIDUEL",0.8,"2025",375166.764459578,343505.826476407,403114.421112002,24048.3066298166,388819.251472415,398349.364565473,0.0641003119358344,0.0363904490113972,0.0617927873736084
"2","M","ASSURÉ PRINCIPAL","0","ABIDJAN","INDIVIDUEL",0.8,"2025",344095.269020792,316566.691532756,367404.140606735,23661.3168352282,363930.746819229,366246.342677566,0.0687638539831203,0.0576453080999445,0.0643748277034176
"3","M","ASSURÉ PRINCIPAL","0","ABIDJAN","INDIVIDUEL",0.8,"2025",242548.391826839,223146.780755881,269344.225550874,19677.3630407979,249937.570570214,262875.340557321,0.0811275757905088,0.0304647608162683,0.083805745226273
"4","M","ASSURÉ PRINCIPAL","0","ABIDJAN","INDIVIDUEL",0.8,"2025",232583.979957127,201905.843798315,246564.527329121,19720.3145959945,243190.647079942,245439.900579395,0.0847879316521698,0.0456036014379442,0.0552743169354897
"5","M","ASSURÉ PRINCIPAL","0","ABIDJAN","INDIVIDUEL",0.8,"2025",244426.590226558,233377.520025742,255296.057108069,9055.77164819863,250054.959916194,253549.024710777,0.0370490446223747,0.023026830609629,0.037321776144583
"6","M","ASSURÉ PRINCIPAL","0","ABIDJAN","INDIVIDUEL",0.8,"2025",227210.353555546,218813.869577323,234422.014401178,6487.16258602925,232064.148738798,233636.059180384,0.0285513511356925,0.0213625616407701,0.0282808662734071
"7","M","ASSURÉ PRINCIPAL","0","ABIDJAN","INDIVIDUEL",0.8,"2025",274362.587376037,255192.513226427,300541.894510476,18798.9255680435,280250.699138522,293778.162719824,0.0685185460154523,0.0214610593186109,0.070766118403661
"8","M","ASSURÉ PRINCIPAL","0","ABIDJAN","INDIVIDUEL",0.8,"2025",372192.018540741,359559.782672518,382265.364574567,8984.8763681193,374756.987932178,379762.572360438,0.0241404326813521,0.00689152175130919,0.020340451816723
"9","M","ASSURÉ PRINCIPAL","0","ABIDJAN","INDIVIDUEL",0.8,"2025",379853.281301603,367286.782477831,390685.643584896,10578.8389451628,386357.224951699,389242.83737383,0.027849802715705,0.0171222521174762,0.0247189020983399
"10","M","ASSURÉ PRINCIPAL","0","ABIDJAN","INDIVIDUEL",0.8,"2025",690635.713270137,636807.74700685,740360.024497392,40528.3109531793,700770.041806327,727163.36360037,0.0586826168621937,0.0146739132388689,0.0528898949596399
"1","F","CONJOINT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",467505.507605702,434052.533528324,504699.08575736,33754.8534232181,499746.151387323,503048.107634015,0.0722020444124633,0.0689631314649949,0.0760260562711693
"2","F","CONJOINT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",426764.408213097,397806.279693359,462622.049719755,29871.1299658582,453395.678161353,459546.592533621,0.0699944264118262,0.0624027436115464,0.0768156474383264
"3","F","CONJOINT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",335436.51259332,290996.600846683,374983.876309708,38381.2897865902,372638.60439629,374202.119005235,0.114421919933097,0.110906506615375,0.115567640839725
"4","F","CONJOINT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",325243.802325727,277354.67317938,360459.546384482,35174.6298993482,353723.1257053,358214.072824755,0.108148501671129,0.0875630009731921,0.101370941623688
"5","F","CONJOINT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",368271.251343368,345571.072904676,408462.844929049,26812.770579167,372111.321993595,396345.670617231,0.0728071237745554,0.0104272886797959,0.0762329917729227
"6","F","CONJOINT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",299661.283756788,291632.381315107,311711.878253178,8554.84663049283,303806.146381095,309076.634295817,0.0285483881108784,0.0138318256277354,0.0314199766516087
"7","F","CONJOINT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",346896.3690277,324384.325108596,378903.653691859,22920.2828168655,350048.426581277,369285.244654998,0.0660724206514691,0.00908645300154507,0.0645405303320159
"8","F","CONJOINT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",466392.941662815,450724.977179846,485439.445515272,13720.7932604295,465576.031635514,478818.307555352,0.0294189556375172,-0.00175154886433092,0.0266414106702326
"9","F","CONJOINT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",474172.651877225,454666.350188296,484268.500974831,13616.0691480322,483385.008151438,483974.003367033,0.0287154248439401,0.0194282741481244,0.0206704276406617
"10","F","CONJOINT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",850034.259602883,782409.601377768,915003.672107712,52233.8541519114,867364.645657709,899123.996624377,0.0614491163877487,0.0203878677347917,0.057750304140009
"1","M","CONJOINT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",359482.679075007,333219.167096509,385864.002071579,22230.7917026046,372386.226155743,381371.410099634,0.0618410649431209,0.0358947672080846,0.0608895290336357
"2","M","CONJOINT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",329142.479037801,308115.10013387,349751.90486628,19585.4095002956,347594.707618808,349032.839117122,0.0595043506919881,0.0560615227634837,0.0604308509113388
"3","M","CONJOINT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",232427.590393582,214268.390701356,261609.388821378,20118.2276303371,233454.577569091,252224.451737282,0.0865569685434928,0.00441852524380066,0.0851743173440705
"4","M","CONJOINT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",222114.889811813,194728.139701166,237969.383084581,18046.6836678919,228127.577702656,234688.781290606,0.0812493195894338,0.0270701702886139,0.0566098539789289
"5","M","CONJOINT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",235921.39074857,225835.487871442,244870.019817352,8085.98617933167,242451.821363296,244063.953666,0.0342740696537738,0.0276805362752612,0.0345138814738002
"6","M","CONJOINT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",220671.925657355,212969.22606777,226953.214648258,6099.50200148015,226306.727909378,226737.719068632,0.0276405890024772,0.025534749086174,0.027487834681314
"7","M","CONJOINT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",267646.008120934,249573.532189492,295695.387096834,19208.5315278024,270939.515765616,287443.429986428,0.0717684215156431,0.0123054614855074,0.0739686797665558
"8","M","CONJOINT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",364292.222176251,350745.532989688,379396.673482402,11220.50691161,365665.128360764,374819.49177519,0.0308008412712729,0.00376869474816519,0.0288978708797273
"9","M","CONJOINT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",370304.14575441,357397.668999186,380937.424700305,10001.398385186,375670.764154735,379181.871185115,0.027008604953127,0.0144924610265768,0.0239741453950492
"10","M","CONJOINT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",669138.333088075,620044.0859974,725579.736648782,41443.3153243472,676074.79860019,709078.090632584,0.0619353477076798,0.0103662653432264,0.0596883418114574
"1","F","ENFANT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",266951.497169964,257857.764181694,274377.607487742,7420.79433643531,271460.068639788,273405.094538424,0.0277982870113315,0.0168891035173858,0.0241751682866632
"2","F","ENFANT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",243925.976255836,229680.868154756,256512.458138536,11531.3587425051,253996.141997509,255673.686091527,0.0472740087771985,0.0412836955548795,0.048160962665861
"3","F","ENFANT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",164322.319265092,155815.560328702,169343.949564267,5787.49657782908,168713.115248492,169133.671459009,0.0352203924805395,0.0267206305451191,0.0292799676601115
"4","F","ENFANT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",159999.188941868,148230.201237997,166751.393265511,7825.57473447698,164899.759770742,166134.182100588,0.0489100900212702,0.0306287229409297,0.0383439016115854
"5","F","ENFANT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",177867.361586286,171929.840254328,191841.907235256,8972.51045698361,175886.184664278,186523.33304493,0.0504449516592785,-0.011138507393034,0.0486653165676204
"6","F","ENFANT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",163842.883426641,157991.660415646,175141.72689924,7353.18998929758,163581.654491815,171288.369430099,0.0448795201568209,-0.00159438682573193,0.0454428404074795
"7","F","ENFANT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",197324.048715263,185155.865610822,226149.94907646,18437.052742751,195424.506390284,215908.134847735,0.093435406696705,-0.00962651201080962,0.0941805433928039
"8","F","ENFANT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",268672.561766336,252867.878115148,287298.106353233,14285.1996925998,275674.537793147,283423.583499871,0.0531695518094012,0.0260613736690412,0.0549033427029422
"9","F","ENFANT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",276720.484886915,252781.331923533,297519.410283401,20254.4373468038,295488.766283689,296842.528950164,0.0731945716092575,0.0678239683066575,0.0727161347360007
"10","F","ENFANT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",512102.915626316,473237.129138927,578033.033920043,45898.899870668,528978.176402789,561681.414747625,0.0896282728922416,0.0329528699437976,0.0968135458878881
"1","M","ENFANT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",208951.654786861,203698.634349126,216412.469642333,5228.47318196267,209867.789681692,214230.909655453,0.0250224061986775,0.00438443474288648,0.0252654369929579
"2","M","ENFANT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",191657.933867013,183252.516805936,204106.253494348,9091.78337593603,197075.939349163,201762.815445953,0.0474375528969472,0.0282691427004001,0.0527235234934327
"3","M","ENFANT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",128605.83522741,122457.92838126,133605.244998845,4739.44097651702,132606.293428977,133272.261142222,0.0368524567189072,0.0311063506138264,0.0362847137267245
"4","M","ENFANT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",124302.849714314,114772.163242281,130501.830586937,6458.31462833397,127820.324575128,129607.995249667,0.0519562877534759,0.0282976204399021,0.0426791947855269
"5","M","ENFANT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",138594.535914634,133976.794401395,151276.881240947,8083.75158976184,135835.006665014,146129.589715636,0.0583266254792393,-0.0199108083981002,0.0543676108966038
"6","M","ENFANT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",129495.036255042,125061.455707325,139252.860058925,6280.43473587347,128125.857280545,135543.859132798,0.0484994245146514,-0.0105732158860584,0.0467108474014589
"7","M","ENFANT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",155002.592756005,145073.271545666,178217.962537513,14854.5497260016,153330.352306703,169922.092460576,0.0958342016212892,-0.0107884675963722,0.0962532267318659
"8","M","ENFANT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",212647.817750024,201399.287132837,226566.777858408,10416.6050923161,216391.917509504,223175.157742107,0.0489852433123071,0.0176070452972197,0.0495059864872809
"9","M","ENFANT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",218455.608967443,200200.54613158,236247.46022478,15505.7154844159,229748.449574917,234081.123341493,0.0709787931640004,0.0516939833261801,0.0715271832474575
"10","M","ENFANT","0","ABIDJAN","INDIVIDUEL",0.8,"2025",405426.351052282,375805.310640032,461908.498462286,38258.7031253957,418142.255980766,447319.750968446,0.0943665921716621,0.031364278359017,0.103331714397524
"1","F","ASSURÉ PRINCIPAL","1","ABIDJAN","INDIVIDUEL",0.8,"2025",611568.506732038,542162.630971952,685690.849982033,64614.2881765359,668578.223575728,679986.641179931,0.105653393635011,0.0932188564586598,0.111873214030413
"2","F","ASSURÉ PRINCIPAL","1","ABIDJAN","INDIVIDUEL",0.8,"2025",561453.051322562,529489.378665479,640644.26889641,50579.8658543368,546156.010436542,609148.18274312,0.0900874360468619,-0.0272454497308129,0.0849494562514306
"3","F","ASSURÉ PRINCIPAL","1","ABIDJAN","INDIVIDUEL",0.8,"2025",444276.757895478,358694.455038395,527101.410044938,71216.3971998354,480800.286786082,511667.702291986,0.160297373054546,0.082208957010523,0.151686855544135
"4","F","ASSURÉ PRINCIPAL","1","ABIDJAN","INDIVIDUEL",0.8,"2025",437768.408440517,356125.07305725,471969.016097626,52891.3729780966,469162.447502973,471033.493232742,0.120820442860448,0.0717138067917995,0.0759878605921493
"5","F","ASSURÉ PRINCIPAL","1","ABIDJAN","INDIVIDUEL",0.8,"2025",488028.576544696,436128.281330762,525858.313861324,36788.6352965106,510834.7561054,520850.461276016,0.0753821334745986,0.0467312379987536,0.067254022220794
"6","F","ASSURÉ PRINCIPAL","1","ABIDJAN","INDIVIDUEL",0.8,"2025",390165.144580917,367797.135617854,416513.452507098,22623.7129686872,407703.964587829,413576.956534009,0.0579849668349737,0.0449522984062317,0.0600048781349717
"7","F","ASSURÉ PRINCIPAL","1","ABIDJAN","INDIVIDUEL",0.8,"2025",461633.301551528,404903.125040534,504282.269895775,45845.9966116632,497277.372217385,501947.304002979,0.0993125852436924,0.0772129535413918,0.0873290603514901
"8","F","ASSURÉ PRINCIPAL","1","ABIDJAN","INDIVIDUEL",0.8,"2025",617112.448461805,588752.811147907,631590.210991128,18655.6653753164,629991.122777249,631057.181586502,0.030230576974775,0.0208692505677781,0.0225967457947989
"9","F","ASSURÉ PRINCIPAL","1","ABIDJAN","INDIVIDUEL",0.8,"2025",613144.165291117,554126.869253991,653982.572421746,40240.3747681252,626522.511117607,644829.2186537,0.065629548556528,0.0218192499966754,0.0516763514295842
"10","F","ASSURÉ PRINCIPAL","1","ABIDJAN","INDIVIDUEL",0.8,"2025",1096727.31115192,1027195.83040357,1164123.71142347,62341.5778491491,1155738.06839805,1161328.49708166,0.0568432801984935,0.0538062257099661,0.0589035991653081
"1","M","ASSURÉ PRINCIPAL","1","ABIDJAN","INDIVIDUEL",0.8,"2025",464624.512347404,408154.633374663,520371.305793962,48405.679778947,504703.37006468,515148.660550868,0.104182363376372,0.0862607474469819,0.108741891270874
"2","M","ASSURÉ PRINCIPAL","1","ABIDJAN","INDIVIDUEL",0.8,"2025",428244.052894147,393979.395295882,479000.565528604,34498.2824346928,424591.27233743,460864.134464879,0.0805575283568972,-0.00852967024768006,0.0761717094499739
"3","M","ASSURÉ PRINCIPAL","1","ABIDJAN","INDIVIDUEL",0.8,"2025",305662.32647791,256091.819099941,382426.023737637,52201.8548216625,304146.723856949,356332.923777408,0.170782756982762,-0.00495842140058522,0.165773119256683
"4","M","ASSURÉ PRINCIPAL","1","ABIDJAN","INDIVIDUEL",0.8,"2025",294970.854289054,246597.919898871,348964.27419392,41217.6153176652,306597.634308407,334842.060898749,0.139734535525582,0.0394167079570495,0.135169987237532
"5","M","ASSURÉ PRINCIPAL","1","ABIDJAN","INDIVIDUEL",0.8,"2025",304660.146235117,281876.798805379,336790.734962282,23065.4746499403,309907.78164175,327829.750522104,0.0757088675200064,0.0172245548736223,0.0760506570134261
"6","M","ASSURÉ PRINCIPAL","1","ABIDJAN","INDIVIDUEL",0.8,"2025",285935.101236934,266472.717553773,316473.295602964,21223.7844614945,290415.960026194,307787.517077374,0.0742258798226658,0.0156708944437949,0.0764243905204641
"7","M","ASSURÉ PRINCIPAL","1","ABIDJAN","INDIVIDUEL",0.8,"2025",356358.039784676,312111.352788864,393524.326256388,37127.9962627921,378017.801452219,388355.484654998,0.104187340028097,0.0607808979997491,0.0897901584868298
"8","M","ASSURÉ PRINCIPAL","1","ABIDJAN","INDIVIDUEL",0.8,"2025",483419.186979604,457150.118925591,498414.706503859,17470.4954826346,494526.100154749,497118.504387489,0.0361394333389827,0.0229757392223923,0.028338381629984
"9","M","ASSURÉ PRINCIPAL","1","ABIDJAN","INDIVIDUEL",0.8,"2025",482047.458563365,435849.997996406,514952.759704954,31803.9889363216,491143.847634028,507016.455681312,0.0659768833365625,0.0188703184905734,0.0517977984830811
"10","M","ASSURÉ PRINCIPAL","1","ABIDJAN","INDIVIDUEL",0.8,"2025",859349.066563125,808037.198185693,911505.914931855,50154.2254883187,911354.208438948,911455.346100886,0.0583630417950009,0.0605169004067367,0.0606345914194735
"1","F","CONJOINT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",578172.96863947,515736.378502314,647613.743597666,63509.807984509,638726.79716925,644651.428121528,0.109845688797865,0.104733067462965,0.11498022752342
"2","F","CONJOINT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",529899.572222087,498319.059074567,602047.67354665,46303.3531557661,517295.306549643,573796.884547648,0.0873813748548561,-0.0237861404937331,0.0828408148009655
"3","F","CONJOINT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",534591.623742988,409700.145314534,713443.998319844,127791.602553957,589365.590647907,672084.529095865,0.239045276578061,0.102459455914059,0.257192404905654
"4","F","CONJOINT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",549295.137529708,409061.440547308,719238.536856489,147031.243678464,690286.44334144,709587.83901814,0.26767257460114,0.256676777525829,0.291815256565534
"5","F","CONJOINT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",680599.923775624,573314.305331908,851297.564043327,116137.60587402,702223.334409118,801606.154165257,0.170640051250296,0.0317711035192859,0.177793482136101
"6","F","CONJOINT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",427460.079472903,401300.380620654,463760.547949221,25943.0962527428,431014.021446627,452845.039115023,0.060691272702548,0.0083140909394537,0.0593855680591794
"7","F","CONJOINT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",445023.662710726,391210.361113672,486919.984589624,43800.2019914491,477036.937716973,483625.635632073,0.0984221866420619,0.0719361186577077,0.0867413941232134
"8","F","CONJOINT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",597756.349759607,566066.368840818,613920.774452528,20987.1623479492,613532.081587184,613791.21016408,0.0351098944517936,0.0263915754871054,0.0268250774933996
"9","F","CONJOINT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",593568.158690611,536045.837560837,636115.961228292,39967.6738701701,605776.869763282,626002.930739955,0.0673345988746049,0.0205683389412326,0.0546437196376816
"10","F","CONJOINT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",1051096.60430752,993290.557896432,1121110.59707045,61841.7919415793,1110706.37547745,1117642.52320612,0.0588354977916815,0.0567119814921278,0.0633109446133486
"1","M","CONJOINT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",441723.542641297,392694.356923269,497570.994512311,46992.4685664191,479235.680546396,491459.22319034,0.106384342309279,0.0849222065022704,0.112594588578292
"2","M","CONJOINT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",406426.777767247,379024.980465754,453310.304639492,30971.7585366578,407515.870171951,438045.493150312,0.0762050146075628,0.00267967679365696,0.0777968310965269
"3","M","CONJOINT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",291932.320514401,246307.131454824,373399.519375232,53595.0083027586,290158.228481489,345652.422410651,0.183587100627711,-0.00607706618364999,0.184015602662947
"4","M","CONJOINT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",280527.146877599,236520.316896323,337369.126672189,40619.1899534986,291085.545624944,321941.266323107,0.144795932962672,0.0376377076688108,0.147629631949944
"5","M","CONJOINT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",292660.555836755,271215.558668595,325897.802300925,23093.3000063681,294713.81922235,315503.141274733,0.0789081396375445,0.00701585281871722,0.0780514660496977
"6","M","CONJOINT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",276585.44697044,258604.707186404,306504.446851626,20515.9040776598,280572.146392436,297860.346698562,0.0741756455459944,0.0144139883918827,0.0769198089095271
"7","M","CONJOINT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",346199.21084229,305166.023090922,380686.81538199,34924.1446767888,365438.065061218,375603.898608399,0.10087875299259,0.0555716293290218,0.0849357446383792
"8","M","CONJOINT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",471324.510855645,445326.389252921,486169.482882117,17830.6956758247,485513.817761968,485950.927842067,0.0378310384143925,0.0301051750535168,0.031032582964694
"9","M","CONJOINT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",468225.765779343,423668.535957893,501047.963323866,30984.2299348498,479620.120370664,493905.349006132,0.066173696962784,0.0243351720987732,0.0548444470672082
"10","M","CONJOINT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",828083.228063305,774476.135458929,882345.699485655,50051.6422635143,878707.938984494,881133.112651935,0.06044276778866,0.0611348101320551,0.0640634694566894
"1","F","ENFANT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",321804.966209832,299431.114573743,343321.192834665,20995.8516688405,342464.333032925,343035.572900751,0.0652440262688495,0.06419840895066,0.0659735209837487
"2","F","ENFANT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",298003.233003844,274082.542366058,324613.32119984,20200.8558881877,306615.746985576,318614.129795086,0.0677873715817276,0.0289007400856674,0.069163332838662
"3","F","ENFANT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",210384.801982693,189157.371660707,235971.035637705,18509.7500112732,212788.857919134,228243.643064848,0.0879804521849247,0.0114269467841063,0.0848865550831167
"4","F","ENFANT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",211817.707764514,186884.657141465,226890.789267164,17432.1835063673,226824.628618282,226868.735717536,0.0822980462320335,0.0708482827623259,0.0710565141690391
"5","F","ENFANT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",234782.400491368,225221.481181418,240827.54281927,6388.77037110973,237159.021658676,239604.702432405,0.0272114534894391,0.0101226546893368,0.0205394524076132
"6","F","ENFANT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",211528.291206114,198951.091118332,220489.224336806,8988.11372840404,216347.010003847,219108.48622582,0.0424913077922327,0.0227804931919828,0.0358353720747412
"7","F","ENFANT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",261717.15626223,229128.535371271,292616.544069265,26234.5241564017,277671.228643323,287634.772260618,0.100239986293126,0.06095921493625,0.099029105957501
"8","F","ENFANT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",358813.710968593,325781.128668234,386165.922450231,28807.5068447494,385937.872395881,386089.905765448,0.0802854126365057,0.0755939937581206,0.0760177049066069
"9","F","ENFANT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",357088.304350422,317205.972679566,383751.159687226,30419.8396781643,380760.620799423,382754.313391291,0.085188563466118,0.0662926121091072,0.071875804186751
"10","F","ENFANT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",638226.937726225,592093.574322873,706464.299078828,48236.8429814941,658046.428241822,690325.008799826,0.0755794532166643,0.0310539861983996,0.0816293828950689
"1","M","ENFANT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",251813.477667227,233782.76224461,271965.854572682,17431.3703752414,263479.739875762,269137.149673709,0.0692233415650496,0.0463289825334627,0.0687956505226276
"2","M","ENFANT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",234580.713314036,214530.385107987,253192.756999356,16452.8300827581,245283.697308409,250556.40376904,0.0701371815709867,0.0456260186234727,0.0681031710975223
"3","M","ENFANT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",162052.281416312,144401.994890074,184771.061511004,16146.9596249467,163259.573940413,177600.56565414,0.0996404338391583,0.00745001868254234,0.0959460990116152
"4","M","ENFANT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",158976.779570969,140413.946763542,178609.186102446,15819.2270275202,164232.920752413,173817.097652435,0.0995065258600126,0.0330623201427791,0.0933489665693018
"5","M","ENFANT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",174253.955064861,158447.83124898,186098.620163111,12319.147650833,183266.538142891,185154.592823038,0.0706965167375832,0.0517209671061732,0.0625560421519263
"6","M","ENFANT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",167465.743056009,153114.362917961,177441.323083263,10529.8883335832,173289.353890913,176057.33335248,0.0628778646989402,0.0347749380179613,0.051303568954978
"7","M","ENFANT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",209883.974063425,182437.32771931,236708.905293815,22721.8492792852,223513.792171045,232310.534252891,0.108259095915627,0.0649397752660269,0.106852180065397
"8","M","ENFANT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",289249.052428899,260381.777294005,314433.498360621,24721.2662949006,312841.020492414,313902.672404552,0.0854670606085298,0.0815628188421249,0.0852331918415281
"9","M","ENFANT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",287047.058770777,254522.834364013,310818.839969213,25233.5756401529,309461.208427745,310366.296122057,0.0879074523467015,0.0780852789537444,0.0812383776065856
"10","M","ENFANT","1","ABIDJAN","INDIVIDUEL",0.8,"2025",508422.188172443,462561.620896338,568903.186096653,43278.0922271711,520266.230089225,552690.86742751,0.0851223515298122,0.0232956825888256,0.0870707067569057
"1","F","ASSURÉ PRINCIPAL","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",78934.8592826852,69584.3841324537,84268.2784568674,6662.93659559267,83630.0081390843,84055.521684273,0.0844105716554337,0.0594813102736352,0.0648720026629744
"2","F","ASSURÉ PRINCIPAL","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",62264.8056673621,56302.6742306225,68058.7656491792,4911.92605610533,65936.5634959585,67351.364931439,0.0788876798611782,0.058970035949555,0.0816923655274999
"3","F","ASSURÉ PRINCIPAL","0","HORS-ABIDJAN","INDIVIDUEL",0.8,"2025",29939.0180320675,27902.3263416192,32545.6079042072,2001.17852590527,31325.0902221007,32138.7686768384,0.0668418223924987,0.0462965147537118,0.0734743752254935
