"CLASSE_AGE","SEXE","FILIATION","AFFECTION_CHR_NUM","ZONE_GEO","TYPE_CONTRAT","TAUX_COUVERTURE","ANNEE","pp_totale","pp_ic_low","pp_ic_high","se_pp_boot","pp_p75","pp_p90","cv_prime","chargement_75","chargement_90"
"1","M","CONJOINT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",45895.0219253919,43243.89235744,48356.8227128213,2418.02278266544,48011.938083859,48241.8611698339,0.0526859489596984,0.0461251802408652,0.0511349411327685
"2","M","CONJOINT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",36092.2232516989,33272.5234192798,37591.1846308677,1970.01423844557,37391.1574805981,37524.5089141112,0.0545827898909728,0.0359893104905381,0.0396840519472524
"3","M","CONJOINT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",16536.3756976493,16257.6274939715,16949.7564411874,285.197847127482,16569.9615412247,16823.1581411998,0.0172466961528955,0.00203102809161401,0.0173425210453671
"4","M","CONJOINT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",15638.3107094103,14399.5853531711,16647.7490371895,960.182409636596,16468.1304906065,16587.8761883285,0.0613993689905911,0.0530632621781113,0.0607204637740584
"5","M","CONJOINT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",18897.0373381765,18062.4590165328,20364.4673954246,976.782489130327,19008.1992724598,19912.378021103,0.0516897157819018,0.00588250593434596,0.0537301517034808
"6","M","CONJOINT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",15086.3900051964,14681.0012875216,15431.3433931216,295.563217690458,15121.2711477081,15327.9859779838,0.0195913812110553,0.00231209338348598,0.0160141672530095
"7","M","CONJOINT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",16037.1958470409,14674.6711608975,17879.0850567405,1290.83465039717,16306.7185180387,17354.9628771732,0.0804900471821168,0.0168060971237407,0.0821694168170613
"8","M","CONJOINT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",21679.4473168258,20811.3172363964,22446.0014071027,706.446607811976,22308.8588601916,22400.287224799,0.0325860063445293,0.0290326378789795,0.0332499208784592
"9","M","CONJOINT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",23464.3519429836,21848.6872720875,25106.8642290628,1516.39374251144,24996.4815998314,25070.070019319,0.0646254261015241,0.0652960567831035,0.068432236280686
"10","M","CONJOINT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",65502.3913694287,60119.644750702,70281.755873184,4006.68598939761,67020.0901413376,69194.5339625685,0.0611685452337182,0.0231701276881512,0.0563665312967955
"1","F","ENFANT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",31903.0527102022,30189.9639473076,33284.9763592681,1338.73172621912,33057.5522719458,33209.1683301607,0.041962496140409,0.0361877458007173,0.0409401455034061
"2","F","ENFANT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",24391.9596483674,23064.1663699968,26176.8500029659,1404.47777850432,25509.6197119732,25954.4399059683,0.0575795384524721,0.0458208393141773,0.0640571844216489
"3","F","ENFANT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",11201.632855121,10732.3590898589,11586.2676692647,358.724154864059,11373.0100471001,11515.1817952098,0.0320242735593733,0.0152993045028064,0.0279913602011618
"4","F","ENFANT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",10713.0410134688,9866.51942561396,11565.9938729992,783.909340876497,11506.1036107082,11546.0304522355,0.0731733725177509,0.0740277757027462,0.0777547138781079
"5","F","ENFANT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",13462.8066453908,12797.6782878181,14257.4027626801,586.880811357784,13664.1763799149,14059.6606350917,0.0435927534886429,0.0149574854507084,0.0443335483767987
"6","F","ENFANT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",10361.5740947789,9974.52964743135,10936.8816869415,420.436217096067,10432.7912069859,10768.8515269563,0.040576481261464,0.00687319431928255,0.0393065212343218
"7","F","ENFANT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",10700.167201162,9774.18822592751,11780.6609701388,868.548923031935,11041.0086292926,11534.1101898567,0.0811715281362722,0.0318538413206882,0.0779373792032164
"8","F","ENFANT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",14319.1275659209,13573.2838029406,15156.3674760459,756.220897547074,15095.3290392038,15136.0213304319,0.0528119394191906,0.0542073160330193,0.0570491296170299
"9","F","ENFANT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",15903.3742322926,14962.8709089114,17025.6944307826,925.827206142991,16318.910042115,16790.0996345601,0.0582157718619895,0.0261287827194922,0.0557570606913646
"10","F","ENFANT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",44062.7528090301,42433.2622632508,47007.8611882693,1989.48887885254,44661.0467023243,46225.5896929543,0.045151261598999,0.0135782232192181,0.0490853781491607
"1","M","ENFANT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",23413.5010954741,22955.3800333716,23980.8255073447,431.192962982333,23660.3998545028,23874.0169563974,0.0184164239779451,0.0105451447872731,0.019668816681686
"2","M","ENFANT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",17985.0457732577,16996.3262965776,19090.6830815051,994.368533315642,18998.0854322621,19059.8171984241,0.0552886295565724,0.056326776799795,0.0597591709643866
"3","M","ENFANT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",8122.87508221092,7813.08838456318,8533.88357284083,290.883802157294,8140.28082826293,8402.68265798153,0.03581044878978,0.00214280607246142,0.0344468643108138
"4","M","ENFANT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",7639.95979440584,6884.54127941014,8507.53261364116,637.610093146517,7755.62830062683,8256.89784263638,0.083457257669522,0.0151399365093108,0.0807514783889673
"5","M","ENFANT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",9574.39977598098,8727.04861918039,10468.300350139,745.724290167446,9971.68108190223,10302.7605940601,0.0778873148829886,0.0414941213252761,0.0760737837484441
"6","M","ENFANT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",7627.66303081924,7083.28907749807,8113.91227322848,446.163146739405,7911.28059621914,8046.36838089203,0.0584927709754222,0.0371827602050524,0.054893005679594
"7","M","ENFANT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",7949.97735891255,7053.89865037905,8721.5221692305,727.785440416943,8353.69352337539,8598.91262061213,0.0915455991331897,0.0507820521036129,0.0816273094126572
"8","M","ENFANT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",10854.7749178723,10151.0481049495,11728.8135678661,707.095442213605,11443.5390416554,11633.7220591292,0.06514141910482,0.0542401043078066,0.0717607824345063
"9","M","ENFANT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",11706.6109568524,11053.5655375294,12112.2579561025,498.035149349321,12081.181066258,12101.898992821,0.0425430682872228,0.0319964600161595,0.0337662229850762
"10","M","ENFANT","0","HORS-ABIDJAN","COLLECTIF",0.8,"2025",32475.4607823579,30868.7733950436,34435.1995054497,1600.91669643865,33407.1777708218,34092.5255939071,0.0492961965087295,0.0286898774033742,0.049793437031929
"1","F","ASSURÉ PRINCIPAL","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",123044.045311783,111830.537955315,140975.700522553,12326.3289698631,127398.884105026,136450.095050044,0.100178183662844,0.0353925196640688,0.10895325900812
"2","F","ASSURÉ PRINCIPAL","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",104811.562487242,94325.9294002028,120454.112351309,11220.51931088,110662.105756079,117190.110152899,0.107054212766323,0.0558196360210637,0.118102882658236
"3","F","ASSURÉ PRINCIPAL","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",60443.5856988363,52149.9254585967,76889.026779323,10729.5162915607,59035.21996493,70937.757841192,0.177512901782848,-0.0233004994264163,0.173619285173509
"4","F","ASSURÉ PRINCIPAL","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",58454.5124437767,47243.3141607848,72115.7031457228,10986.7233727749,66814.9856277215,70348.797306389,0.187953383125764,0.143025282983689,0.203479327178592
"5","F","ASSURÉ PRINCIPAL","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",75600.4877411984,64592.9401844939,87735.8119489929,9121.97832099995,77986.3994738113,84486.007790599,0.120660310449676,0.0315594753936054,0.117532575713245
"6","F","ASSURÉ PRINCIPAL","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",56924.5767079574,49156.6064163488,68898.4783462759,8554.62923219183,59956.7849839732,65917.913892175,0.150280067537085,0.053267120308545,0.157986896070505
"7","F","ASSURÉ PRINCIPAL","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",59141.8855481149,45908.5947573933,74560.553398624,14032.9777914678,73567.3939421849,74229.5002464776,0.23727646931465,0.24391356921372,0.255108787258536
"8","F","ASSURÉ PRINCIPAL","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",78500.5910577833,61042.2730452215,101521.195822901,17136.2240148674,86735.0122527268,96592.4679661762,0.218294203699098,0.104896295479893,0.230468034247993
"9","F","ASSURÉ PRINCIPAL","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",89491.3311077532,74626.5478926421,106405.677874647,15396.6432528165,105549.678420663,106120.344723319,0.172046197796276,0.179440255431827,0.185817032887169
"10","F","ASSURÉ PRINCIPAL","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",211489.795626423,182891.037800427,246466.621783075,30819.0888161077,241464.221805363,244799.155123838,0.145723762817128,0.141729893350916,0.157498660390463
"1","M","ASSURÉ PRINCIPAL","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",94009.9412352584,87061.9016033967,110162.177657206,10359.1903752855,93530.3421937019,104618.232502705,0.110192499209863,-0.00510157793159738,0.11284222847134
"2","M","ASSURÉ PRINCIPAL","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",79615.6960338902,69805.339439948,94152.6360058148,9977.13141351924,80876.4365353866,89727.2361823387,0.125316136271323,0.01583532600104,0.127004355323909
"3","M","ASSURÉ PRINCIPAL","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",41239.664362416,35848.0426744134,55404.8909035044,9046.53634054389,40547.6758437868,50452.4858835985,0.219364936170249,-0.016779683572301,0.223397102367755
"4","M","ASSURÉ PRINCIPAL","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",38624.1722400477,31177.9842548571,52991.6976195866,9358.24994958736,38396.7944908717,48126.729910015,0.242289980777483,-0.00588692872853825,0.246026183057316
"5","M","ASSURÉ PRINCIPAL","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",47336.4012084092,39605.3588274324,60044.251453599,8935.52934681239,51588.0953765645,57225.5327612542,0.188766554252228,0.089818703146365,0.208911774034234
"6","M","ASSURÉ PRINCIPAL","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",41030.2292230995,33776.6859641626,52697.6130521209,8323.87474578201,45213.6155147075,50202.9472063164,0.202871758296095,0.101958638077819,0.223559998491375
"7","M","ASSURÉ PRINCIPAL","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",44543.8018561977,33411.4159019226,58092.9923470894,12019.8389497862,56675.1535618795,57620.3794186861,0.269843130781478,0.272346571243422,0.293566714505061
"8","M","ASSURÉ PRINCIPAL","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",58794.8205393788,44737.5385811989,78469.3890958136,14450.8632712575,65628.0839212922,74188.9540376398,0.245784631004678,0.116222199833686,0.261828054870081
"9","M","ASSURÉ PRINCIPAL","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",67478.7836580982,54866.4232828381,82708.3378814126,13776.3730470185,81896.7705495468,82437.8154374573,0.204158585857455,0.213666964782615,0.221684964790617
"10","M","ASSURÉ PRINCIPAL","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",158640.041769552,133721.090045762,189074.365874047,27128.5750316109,185122.827425684,187757.186391259,0.17100710973727,0.166936325537544,0.183542214795957
"1","F","CONJOINT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",122791.968995196,113876.170313324,138461.15053225,10651.9959482252,126494.264177236,134472.188413912,0.0867483112730437,0.0301509554112996,0.095122014202515
"2","F","CONJOINT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",104233.144518372,94436.6599398839,118207.159434775,9969.38816382442,108352.734731761,114922.351200437,0.0956450868856524,0.039522843069015,0.102550937434121
"3","F","CONJOINT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",74847.4354576455,62917.3158250754,90132.274063886,11978.7886225002,83923.9428061121,88062.8303112947,0.160042739597654,0.121266778119643,0.176564431003484
"4","F","CONJOINT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",76342.8387128787,53811.8891035241,106112.69936791,21450.9919527806,79215.2126955293,97146.8704771164,0.280982372602839,0.0376246682868779,0.272507966889738
"5","F","CONJOINT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",105495.818063207,95661.5375238293,111566.635385839,7684.22896763174,110854.239961747,111329.170244475,0.0728391808197346,0.050792742280358,0.0552946295726458
"6","F","CONJOINT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",65346.5622862336,57864.6943999414,73908.3288114712,7459.14422306413,72580.0142067606,73465.5572765676,0.114147461811247,0.110693687126842,0.124245173828287
"7","F","CONJOINT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",60838.2392081496,47036.3311411764,80700.3432525434,15686.8024090885,73427.6620996385,78276.1162015751,0.257844451339531,0.206932729404215,0.286626917879135
"8","F","CONJOINT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",80852.4925297881,61663.9228551033,101530.292542632,18082.8205618912,97023.6825571508,100028.089214138,0.22365198642737,0.200008552876769,0.237167662793886
"9","F","CONJOINT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",92113.0654455608,75740.683919899,115929.918034689,18090.4342752055,105092.570791519,112317.468953632,0.196393792647114,0.14090840732718,0.219343514520343
"10","F","CONJOINT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",213854.149464979,183547.794646672,258341.524027612,34665.6323207832,240269.9736312,252317.673895475,0.162099414051632,0.123522616850353,0.179858677171913
"1","M","CONJOINT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",94310.5621203509,89174.7530055513,108386.300834208,8967.89220692432,93299.538142736,103357.379937051,0.0950889487381093,-0.0107201564160408,0.0959258179922114
"2","M","CONJOINT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",79642.5437128061,70517.868904398,92665.9530780876,9078.26769308834,80510.224107102,88614.0434210924,0.113987666263208,0.0108946845975281,0.112647076424854
"3","M","CONJOINT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",41713.2289616902,36147.8783083189,54968.8653473528,8610.00237194835,42748.2259003054,50895.3188650037,0.206409395442771,0.0248121990164276,0.220124170002433
"4","M","CONJOINT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",38933.882818033,31794.1640927429,52472.3500945403,9002.8995956992,40603.8532539584,48516.184481013,0.23123559594034,0.0428924709033118,0.246117288320953
"5","M","CONJOINT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",48091.6333002031,40509.6800372513,59602.3474391756,8885.63322427676,54990.0081433881,58064.9010072464,0.184764638140066,0.143442307316185,0.207380515541801
"6","M","CONJOINT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",42131.5880006392,34840.4753694725,52590.3014196553,8476.83210781475,49462.0992050726,51547.5673481277,0.201198969943553,0.173990859407486,0.223489780336446
"7","M","CONJOINT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",46105.5927645833,34537.1937464421,62740.9032040683,13327.1310762518,57406.2261448238,60962.6775176534,0.289056712583668,0.24510330965577,0.322240402133662
"8","M","CONJOINT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",60842.1137167237,45555.1903379028,78650.020684351,15097.3642098948,73918.8561473254,77072.9658386758,0.248140034716529,0.214929127733563,0.266770023762187
"9","M","CONJOINT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",69746.9906753419,55840.7931482583,90550.5893117496,15972.3370013095,81819.4988200745,87640.2258145245,0.229003959119289,0.173090021918331,0.256544905607068
"10","M","CONJOINT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",161201.253795132,134965.968809057,199503.32798888,30120.7893363107,184521.60230408,194509.41942728,0.186852078548909,0.144666049177167,0.206624730564927
"1","F","ENFANT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",73884.1230077169,67530.4054250092,82604.4214412429,6610.23526148248,76541.865985072,80583.5696225192,0.0894676013247402,0.0359717740315804,0.090675050905086
"2","F","ENFANT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",61363.8302082393,51860.5767173075,71771.1903965059,8509.77397058662,66260.5848939756,69934.3218956625,0.13867735996447,0.0797987131689646,0.139666830742785
"3","F","ENFANT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",33027.1771628778,28253.2614441825,43054.6233429035,6629.71548841473,34588.7323484507,40232.6596780859,0.200735153831629,0.0472809158915367,0.218168282432172
"4","F","ENFANT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",31571.776188557,24482.1577937125,41185.9710956001,7167.92731122882,33940.2273516066,38770.7231809356,0.227035921844232,0.0750179891338528,0.2280184348636
"5","F","ENFANT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",40443.0517112604,32846.6753860775,48520.6515355488,6717.47502843694,45782.1890268281,47607.8306993086,0.166097135211155,0.132016182994449,0.177157229360448
"6","F","ENFANT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",33467.3193291409,26418.2160534434,41633.2632587449,6925.25697302454,39442.314840015,40902.9471191683,0.206925953791421,0.178532240724505,0.222175780405362
"7","F","ENFANT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",35016.3717765828,24797.2547996448,47985.4632544052,10575.6618106246,43794.6735146932,46588.5333411679,0.302020491389034,0.250691356435189,0.330478601221729
"8","F","ENFANT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",45501.9852762538,31723.6573832176,59605.3659579057,12669.8581209397,55121.9323452403,58110.8880870172,0.278446270948792,0.211418183417305,0.2771066522529
"9","F","ENFANT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",53788.4057261234,41548.0706320822,70255.869426754,12937.3795833801,62397.2528461615,67636.3305665565,0.240523573969712,0.160050237664081,0.257451855162673
"10","F","ENFANT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",123952.064892427,96470.6805256512,159909.967914105,27964.0738108068,137840.024361723,152553.320063311,0.225603936772458,0.112042985982917,0.230744483326727
"1","M","ENFANT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",58035.4026607206,52684.5246796762,66811.1592359195,6232.95729026847,60765.3280765123,64795.8821827838,0.107399225378117,0.0470389674342586,0.116488888025564
"2","M","ENFANT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",48066.8164055562,39665.0633327163,58120.3105907512,7854.62853385512,52852.1273000715,56364.249493858,0.16341062548397,0.0995553950180493,0.172622896808755
"3","M","ENFANT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",25147.5875085499,20640.3751875123,34285.6265734715,6166.02432054665,27315.2494426236,31962.1675298555,0.245193473069744,0.0861976097443437,0.270983449962696
"4","M","ENFANT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",23331.2940976866,17835.8549907959,33090.5370796477,6597.17105636353,25174.7540470592,30451.9427354515,0.282760614509491,0.0790123317486864,0.305197328873024
"5","M","ENFANT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",29799.381633408,23096.5039030353,38283.2736858338,6933.22675125777,35745.7670367238,37437.4381361305,0.232663443710018,0.199547275056517,0.256315939595184
"6","M","ENFANT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",25927.2591365508,19526.2706218284,33889.550451515,6512.0064360201,31199.9493358052,32993.0167462784,0.251164475262248,0.203364735604513,0.27252235080131
"7","M","ENFANT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",27187.6634946657,18660.3791247746,37512.3957837351,8840.12224804067,35398.4703866797,36807.7539847166,0.325151966434156,0.3020048741454,0.353840280976643
"8","M","ENFANT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",34988.601698971,24000.8907817054,47332.1556145174,10468.249219901,42096.9840872821,45587.0984387723,0.299190270876384,0.203162802831304,0.302912840901353
"9","M","ENFANT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",41453.1639986436,31112.2392849679,55038.1605393389,11073.1908473461,49996.0778309213,53357.4663031997,0.267125347722756,0.206085929473495,0.287174757153533
"10","M","ENFANT","1","HORS-ABIDJAN","COLLECTIF",0.8,"2025",95046.1501156428,71483.2159584732,124178.003862611,23381.8346902042,108490.76307988,118948.923601701,0.246005068714045,0.141453524923202,0.251485972414198
